player_id,first_name,last_name,sweater_number,player_position,shoots_catches,birthdate,birth_city,birth_country,weight,height
8482159,Tyson,Foerster,71,R,R,2002-01-18,Alliston,CAN,215,74
8480028,Morgan,Frost,48,C,L,1999-05-14,Aurora,CAN,193,72
8478495,Denis,Gurianov,15,R,L,1997-06-07,Togliatti,RUS,205,75
8477903,Garnet,Hathaway,19,R,R,1991-11-23,Naples,USA,212,74
8475793,Ryan,Johansen,,C,R,1992-07-31,Vancouver,CAN,218,75
8478439,Travis,Konecny,11,R,R,1997-03-11,London,CAN,192,70
8476872,Scott,Laughton,21,C,L,1994-05-30,Oakville,CAN,191,73
8480068,Ryan,Poehling,25,C,L,1999-01-03,Lakeville,USA,204,74
8480015,Owen,Tippett,74,R,R,1999-02-16,Peterborough,CAN,210,73
8478569,Noel,Acciari,55,C,R,1991-12-01,Johnston,USA,209,70
8480205,Emil,Bemstrom,52,C,R,1999-06-01,Nykoping,SWE,195,72
8478047,Michael,Bunting,8,L,L,1995-09-17,Scarborough,CAN,192,72
8470604,Jeff,Carter,77,C,R,1985-01-01,London,CAN,219,75
8471675,Sidney,Crosby,87,C,L,1987-08-07,Cole Harbour,CAN,200,71
8474189,Lars,Eller,20,C,L,1989-05-08,Rodovre,DNK,205,74
8478424,Jansen,Harkins,43,C,L,1997-05-23,Cleveland,USA,197,74
8471215,Evgeni,Malkin,71,C,L,1986-07-31,Magnitogorsk,RUS,195,75
8476442,Matt,Nieto,83,L,L,1992-11-05,Long Beach,USA,187,71
8482055,Drew,O'Connor,10,L,L,1998-06-09,Chatham,USA,200,75
8479344,Jesse,Puljujarvi,18,R,R,1998-05-07,Alvkarleby,SWE,201,76
8476483,Rickard,Rakell,67,R,R,1993-05-05,Sundbyberg,SWE,195,73
8475810,Bryan,Rust,17,R,R,1992-05-11,Pontiac,USA,192,71
8475191,Reilly,Smith,19,R,L,1991-04-01,Mimico,CAN,185,73
8482241,Radim,Zohorna,63,L,L,1996-04-29,Havlickuv,CZE,220,78
8477930,Pierre-Edouard,Bellemare,41,L,L,1985-03-06,Le Blanc-Mesnil,FRA,198,71
8482665,Matty,Beniers,10,C,L,2002-11-05,Hingham,USA,178,74
8477416,Oliver,Bjorkstrand,22,R,R,1995-04-10,Herning,DNK,175,72
8477444,Andre,Burakovsky,95,L,L,1995-02-09,Klagenfurt,AUT,209,75
8474586,Jordan,Eberle,7,R,R,1990-05-15,Regina,CAN,190,71
8476826,Yanni,Gourde,37,C,L,1991-12-15,Saint-Narcisse,CAN,174,69
8481789,Tye,Kartye,52,L,L,2001-04-30,Kingston,CAN,202,71
8477955,Jared,McCann,19,L,L,1996-05-31,Stratford,CAN,191,73
8475768,Jaden,Schwartz,17,C,L,1992-06-25,Wilcox,CAN,185,70
8479293,Brandon,Tanev,13,L,L,1991-12-31,Toronto,CAN,189,72
8475193,Tomas,Tatar,90,L,L,1990-12-01,Ilava,SVK,173,70
8480009,Eeli,Tolvanen,20,R,L,1999-04-22,Vihti,FIN,191,70
8479977,Kailer,Yamamoto,56,R,R,1998-09-29,Spokane,USA,153,68
8477473,Justin,Bailey,90,R,R,1995-07-01,Buffalo,USA,214,76
8482222,Alexander,Barabanov,94,L,L,1994-06-17,St. Petersburg,RUS,195,70
8482133,Thomas,Bordeleau,17,C,L,2002-01-03,Houston,USA,175,70
8477846,Ryan,Carpenter,22,C,R,1991-01-18,Oviedo,USA,198,73
8474053,Logan,Couture,39,C,L,1989-03-28,Guelph,CAN,206,73
8482667,William,Eklund,72,L,L,2002-10-12,Stockholm,SWE,181,71
8484911,Collin,Graf,51,R,R,2002-09-21,LINCOLN,USA,194,73
8475798,Mikael,Granlund,64,C,L,1992-02-26,Oulu,FIN,185,70
8474884,Mike,Hoffman,68,C,L,1989-11-24,Kitchener,CAN,190,72
8480011,Klim,Kostin,10,C,L,1999-05-05,Penza,RUS,232,76
8479316,Luke,Kunin,11,C,R,1997-12-04,Chesterfield,USA,197,72
8478099,Kevin,Labanc,62,R,R,1995-12-12,Brooklyn,USA,185,71
8479379,Givani,Smith,54,R,L,1998-02-27,Toronto,CAN,214,74
8480021,Jack,Studnicka,16,C,R,1999-02-18,Windsor,CAN,187,73
8481477,Nico,Sturm,7,C,L,1995-05-03,Augsburg,DEU,209,75
8480821,Filip,Zadina,18,R,L,1999-11-27,Pardubice,CZE,190,72
8480188,Fabian,Zetterlund,20,L,R,1999-08-25,Karlstad,SWE,220,71
8481543,Nikita,Alexandrov,59,C,L,2000-09-16,Burgwedel,DEU,177,73
8478104,Sammy,Blais,79,L,L,1996-06-17,Montmagny,CAN,206,74
8477402,Pavel,Buchnevich,89,L,L,1995-04-17,Cherepovets,RUS,196,73
8475763,Kevin,Hayes,12,R,L,1992-05-08,Dorchester,USA,216,77
8477953,Kasperi,Kapanen,42,R,R,1996-07-23,Kuopio,FIN,194,73
8479385,Jordan,Kyrou,25,C,R,1998-05-05,Toronto,CAN,196,73
8482089,Jake,Neighbours,63,L,L,2002-03-29,Calgary,CAN,201,72
8476438,Brandon,Saad,20,L,L,1992-10-27,Pittsburgh,USA,215,73
8475170,Brayden,Schenn,10,C,L,1991-08-22,Saskatoon,CAN,199,73
8476897,Oskar,Sundqvist,70,C,R,1994-03-23,Boden,SWE,220,75
8480023,Robert,Thomas,18,C,R,1999-07-02,Aurora,CAN,218,72
8480281,Alexey,Toropchenko,13,R,L,1999-06-25,Moscow,RUS,222,78
8477573,Nathan,Walker,26,L,L,1994-02-07,Cardiff,GBR,187,69
8482070,Mitchell,Chaffee,41,R,R,1998-01-26,Grand Rapids,USA,192,73
8478519,Anthony,Cirelli,71,C,L,1997-07-15,Etobicoke,CAN,190,73
8477407,Anthony,Duclair,10,L,L,1995-08-26,Pointe-Claire,CAN,197,71
8479591,Michael,Eyssimont,23,C,L,1996-09-09,Littleton,USA,201,72
8476822,Luke,Glendening,11,C,R,1989-04-28,Grand Rapids,USA,190,70
8479542,Brandon,Hagel,38,L,L,1998-08-27,Saskatoon,CAN,183,74
8479661,Tanner,Jeannot,84,L,L,1997-05-29,Estevan,CAN,220,74
8476453,Nikita,Kucherov,86,R,L,1993-06-17,Maykop,RUS,182,71
8477353,Tyler,Motte,64,C,L,1995-03-10,St. Clair,USA,194,70
8477426,Nicholas,Paul,20,L,L,1995-03-20,Mississauga,CAN,229,75
8478010,Brayden,Point,21,C,R,1996-03-13,Calgary,CAN,178,70
8477839,Conor,Sheary,73,L,L,1992-06-08,Winchester,USA,179,68
8474564,Steven,Stamkos,91,C,R,1990-02-07,Markham,CAN,193,73
8475766,Austin,Watson,51,L,R,1992-01-13,Ann Arbor,USA,238,76
8481720,Nick,Abruzzese,26,C,L,1999-06-04,Slate Hill,USA,180,71
8477479,Tyler,Bertuzzi,59,L,L,1995-02-24,Sudbury,CAN,200,74
8475160,Kyle,Clifford,43,L,L,1991-01-13,Ayr,CAN,218,74
8480980,Connor,Dewar,24,C,L,1999-06-26,The Pas,CAN,183,70
8477503,Max,Domi,11,C,L,1995-03-02,Winnipeg,CAN,208,70
8479580,Dylan,Gambrell,57,C,R,1996-08-26,Bonney Lake,USA,190,72
8483733,Nikita,Grebenkin,71,R,L,2003-05-02,Serov,RUS,195,74
8479393,Noah,Gregor,18,C,L,1998-07-28,Beaumont,CAN,192,72
8480995,Pontus,Holmberg,29,R,L,1999-03-09,Vasteras,SWE,188,72
8475714,Calle,Jarnkrok,19,C,R,1991-09-25,Gavle,SWE,190,72
8480144,David,Kampf,64,C,L,1995-01-12,Chomutov,CZE,190,74
8482720,Matthew,Knies,23,L,L,2002-10-17,Phoenix,USA,217,75
8478483,Mitch,Marner,16,R,R,1997-05-05,Markham,CAN,180,72
8479318,Auston,Matthews,34,C,L,1997-09-17,San Ramon,USA,215,75
8482259,Bobby,McMann,74,C,L,1996-06-15,Wainwright,CAN,210,74
8477939,William,Nylander,88,R,R,1996-05-01,Calgary,CAN,202,72
8471817,Ryan,Reaves,75,R,R,1987-01-20,Winnipeg,CAN,226,74
8481582,Nicholas,Robertson,89,L,L,2001-09-11,Pasadena,USA,178,69
8482634,Alex,Steeves,46,C,L,1999-12-10,Saint Paul,USA,196,72
8475166,John,Tavares,91,C,L,1990-09-20,Mississauga,CAN,211,73
8482496,Nils,Aman,88,C,L,2000-02-07,Avesta,SWE,179,74
8483395,Arshdeep,Bains,80,L,L,2001-01-09,Surrey,CAN,184,72
8476927,Teddy,Blueger,53,C,L,1994-08-15,Riga,LVA,185,72
8478444,Brock,Boeser,6,R,R,1997-02-25,Burnsville,USA,208,73
8476858,Phillip,Di Giuseppe,34,L,L,1993-10-09,Toronto,CAN,193,72
8478856,Conor,Garland,8,R,R,1996-03-11,Scituate,USA,165,70
8481535,Nils,Hoglander,21,L,L,2000-12-20,BOCKTRäSK,SWE,185,69
8478057,Dakota,Joshua,81,C,L,1996-05-15,Dearborn,USA,206,75
8481024,Linus,Karlsson,94,C,R,1999-11-16,Eksjö,SWE,178,73
8482918,Danila,Klimovich,46,R,R,2003-01-09,Pinsk,BLR,202,74
8478043,Sam,Lafferty,18,C,R,1995-03-06,Hollidaysburg,USA,205,74
8483476,Jonathan,Lekkerimaki,,R,R,2004-07-24,Tullinge,SWE,172,71
8477496,Elias,Lindholm,23,C,R,1994-12-02,Boden,SWE,202,73
8481624,Ilya,Mikheyev,65,R,L,1994-10-10,Omsk,RUS,192,74
8476468,J.T.,Miller,9,C,L,1993-03-14,East Palestine,USA,218,73
8480012,Elias,Pettersson,40,C,L,1998-11-12,Sundsvall,SWE,176,74
8481617,Vasily,Podkolzin,92,R,L,2001-06-24,Moscow,RUS,190,73
8482691,Aatu,Raty,27,C,L,2002-11-14,Oulu,FIN,190,74
8484136,Max,Sasson,,C,L,2000-09-05,Birmingham,USA,181,73
8480459,Pius,Suter,24,C,L,1996-05-24,Zurich,CHE,179,71
8478020,Michael,Amadio,22,R,R,1996-05-13,Sault Ste. Marie,CAN,200,73
8477964,Ivan,Barbashev,49,C,L,1995-12-14,Moscow,RUS,198,72
8482153,Brendan,Brisson,19,C,L,2001-10-22,Los Angeles,USA,191,72
8477478,William,Carrier,28,L,L,1994-12-20,LaSalle,CAN,220,74
8481032,Paul,Cotter,43,C,L,1999-11-16,Canton,USA,213,74
8480844,Grigori,Denisenko,54,L,R,2000-06-24,Novosibirsk,RUS,196,71
8481604,Pavel,Dorofeyev,16,L,L,2000-10-26,Nizhny Tagil,RUS,194,73
8478403,Jack,Eichel,9,C,R,1996-10-28,North Chelmsford,USA,203,74
8475278,Byron,Froese,51,C,R,1991-03-12,Winkler,CAN,195,72
8476881,Tomas,Hertl,48,C,L,1993-11-12,Praha,CZE,215,75
8479353,Brett,Howden,21,C,L,1998-03-29,Calgary,CAN,200,74
8476448,William,Karlsson,71,C,L,1993-01-08,Marsta,SWE,190,72
8478434,Keegan,Kolesar,55,R,R,1997-04-08,Brandon,CAN,216,74
8477511,Anthony,Mantha,39,R,L,1994-09-16,Longueuil,CAN,234,77
8476539,Jonathan,Marchessault,81,R,R,1990-12-27,Cap-Rouge,CAN,185,69
8481462,Mason,Morelli,11,L,L,1996-02-01,Minot,USA,198,73
8480007,Jonas,Rondbjerg,46,R,L,1999-03-31,Horsholm,DNK,202,74
8478462,Nicolas,Roy,10,C,R,1997-02-05,Amos,CAN,202,76
8476905,Chandler,Stephenson,20,C,L,1994-04-22,Saskatoon,CAN,209,72
8475913,Mark,Stone,61,R,R,1992-05-13,Winnipeg,CAN,212,75
8478891,Mason,Appleton,22,C,R,1996-01-15,Green Bay,USA,194,74
8480289,Morgan,Barron,36,C,L,1998-12-02,Halifax,CAN,220,76
8478398,Kyle,Connor,81,L,L,1996-12-09,Shelby Township,USA,183,73
8477940,Nikolaj,Ehlers,27,L,L,1996-02-14,Aalborg,DNK,172,72
8481019,David,Gustafsson,19,C,L,2000-04-11,Tingsryd,SWE,196,74
8480113,Alex,Iafallo,9,L,L,1993-12-21,Eden,USA,201,72
8479536,Axel,Jonsson-Fjallby,71,L,L,1998-02-10,Stockholm,SWE,189,73
8480845,Rasmus,Kupari,15,C,R,2000-03-15,Kotka,FIN,201,74
8476392,Adam,Lowry,17,C,L,1993-03-29,St. Louis,USA,210,77
8477497,Sean,Monahan,23,C,L,1994-10-12,Brampton,CAN,202,74
8476480,Vladislav,Namestnikov,7,C,L,1992-11-22,Zhukovskiy,RUS,181,72
8475799,Nino,Niederreiter,62,R,L,1992-09-08,Chur,CHE,218,74
8482149,Cole,Perfetti,91,C,L,2002-01-01,Whitby,CAN,185,71
8476460,Mark,Scheifele,55,C,R,1993-03-15,Kitchener,CAN,207,75
8475726,Tyler,Toffoli,73,C,R,1992-04-24,Scarborough,CAN,203,72
8480014,Gabriel,Vilardi,13,C,R,1999-08-16,Kingston,CAN,216,75
8477979,Nicolas,Aube-Kubel,96,R,R,1996-05-10,Slave Lake,CAN,207,72
8473563,Nicklas,Backstrom,19,C,L,1987-11-23,Gavle,SWE,202,73
8475343,Nic,Dowd,26,C,R,1990-05-27,Huntsville,USA,193,73
8479359,Beck,Malenstyn,47,L,L,1998-02-04,Delta,CAN,200,75
8481580,Connor,McMichael,24,C,L,2001-01-15,Ajax,CAN,180,72
8477947,Sonny,Milano,15,L,L,1996-05-12,Massapequa,USA,194,72
8471698,T.J.,Oshie,77,R,R,1986-12-23,Everett,USA,187,72
8471214,Alex,Ovechkin,8,L,R,1985-09-17,Moscow,RUS,238,75
8474157,Max,Pacioretty,67,L,L,1988-11-20,New Canaan,USA,217,74
8481656,Aliaksei,Protas,21,C,L,2001-01-06,Vitebsk,BLR,225,78
8475958,Michael,Sgarbossa,23,C,L,1992-07-25,Campbellville,CAN,179,72
8478440,Dylan,Strome,17,C,L,1997-03-07,Mississauga,CAN,200,75
8476880,Tom,Wilson,43,R,R,1994-03-29,Toronto,CAN,220,76
8475764,Cam,Fowler,4,D,L,1991-12-05,Windsor,CAN,215,74
8475462,Radko,Gudas,7,D,R,1990-06-05,Prague,CZE,208,72
8481605,Jackson,LaCombe,60,D,L,2001-01-09,Eden Prairie,USA,205,74
8478021,William,Lagesson,37,D,L,1996-02-22,Gothenburg,SWE,211,74
8480184,Gustav,Lindstrom,28,D,R,1998-10-20,Ostervala,SWE,194,74
8483490,Pavel,Mintyukov,34,D,L,2003-11-25,Moscow,RUS,195,73
8480001,Urho,Vaakanainen,5,D,L,1999-01-01,Joensuu,FIN,200,74
8482803,Olen,Zellweger,51,D,L,2003-09-10,Calgary,CAN,182,69
8477384,Josh,Brown,3,D,R,1994-01-21,London,CAN,220,77
8478408,Travis,Dermott,33,D,L,1996-12-22,Newmarket,CAN,202,72
8480434,Sean,Durzi,50,D,R,1998-10-21,Mississauga,CAN,195,72
8482655,J.J.,Moser,90,D,L,2000-06-06,Biel,CHE,173,73
8479976,Juuso,Valimaki,4,D,L,1998-10-06,Tampere,FIN,205,74
8480828,Michael,Callahan,79,D,L,1999-09-23,Franklin,USA,199,74
8478443,Brandon,Carlo,25,D,R,1996-11-26,Colorado Springs,USA,217,77
8475762,Derek,Forbort,28,D,L,1992-03-04,Duluth,USA,216,76
8476891,Matt,Grzelcyk,48,D,L,1994-01-05,Charlestown,USA,180,70
8476854,Hampus,Lindholm,27,D,L,1994-01-20,Helsingborg,SWE,224,76
8482511,Mason,Lohrei,6,D,L,2001-01-17,Baton Rouge,USA,211,77
8479325,Charlie,McAvoy,73,D,R,1997-12-21,Long Beach,USA,209,73
8480070,Ian,Mitchell,14,D,R,1999-01-18,St. Albert,CAN,192,72
8479369,Andrew,Peeke,52,D,R,1998-03-17,Parkland,USA,214,75
8474031,Kevin,Shattenkirk,12,D,R,1989-01-29,New Rochelle,USA,203,72
8478450,Parker,Wotherspoon,29,D,L,1997-08-24,Surrey,CAN,195,73
8480196,Jacob,Bryson,78,D,L,1997-11-18,London,CAN,174,69
8481524,Bowen,Byram,4,D,L,2001-06-13,Cranbrook,CAN,190,73
8479348,Kale,Clague,38,D,L,1998-06-05,Regina,CAN,190,72
8477365,Connor,Clifton,75,D,R,1995-04-28,Matawan,USA,192,71
8480839,Rasmus,Dahlin,26,D,L,2000-04-13,Lidkoping,SWE,204,75
8480035,Henri,Jokiharju,10,D,R,1999-06-17,Oulu,FIN,200,72
8482671,Owen,Power,25,D,L,2002-11-22,Mississauga,CAN,221,78
8480807,Mattias,Samuelsson,23,D,L,2000-03-14,Philadelphia,USA,224,76
8470613,Brent,Burns,8,D,R,1985-03-09,Barrie,CAN,230,77
8478970,Jalen,Chatfield,5,D,R,1996-05-15,Ypsilanti,USA,188,73
8479639,Dylan,Coghlan,15,D,R,1998-02-19,Duncan,CAN,208,74
8477950,Tony,DeAngelo,77,D,R,1995-10-24,Sewell,USA,180,71
8482666,Scott,Morrow,56,D,R,2002-11-01,Darien,USA,195,74
8475200,Dmitry,Orlov,7,D,L,1991-07-23,Novokuznetsk,RUS,214,71
8477488,Brett,Pesce,22,D,R,1994-11-15,Tarrytown,USA,206,75
8482187,Ronan,Seeley,91,D,L,2002-08-02,Yellowknife,CAN,176,72
8476869,Brady,Skjei,76,D,L,1994-03-26,Lakeville,USA,210,75
8476958,Jaccob,Slavin,74,D,L,1994-05-01,Denver,USA,207,75
8479402,Jake,Bean,22,D,L,1998-06-09,Calgary,CAN,191,73
8480871,Adam,Boqvist,27,D,R,2000-08-15,Falun,SWE,189,72
8475790,Erik,Gudbranson,44,D,R,1992-01-07,Ottawa,CAN,222,77
8478500,Ivan,Provorov,9,D,L,1997-01-13,Yaroslavl,RUS,220,73
8476923,Damon,Severson,78,D,R,1994-08-07,Melville,CAN,202,74
8478460,Zach,Werenski,8,D,L,1997-07-19,Grosse Pointe,USA,219,74
8478397,Rasmus,Andersson,4,D,R,1996-10-27,Malmo,SWE,202,73
8478502,Dennis,Gilbert,48,D,L,1996-10-30,Buffalo,USA,216,74
8477810,Joel,Hanley,44,D,L,1991-06-08,Keswick,CAN,186,71
8478430,Oliver,Kylington,58,D,L,1997-05-19,Stockholm,SWE,183,72
8482624,Daniil,Miromanov,62,D,R,1997-07-11,Moscow,RUS,207,76
8481537,Nikita,Okhotiuk,28,D,L,2000-12-04,Chelyabinsk,RUS,195,73
8481167,Brayden,Pachal,94,D,R,1999-08-23,Estevan,CAN,202,74
8482470,Ilya,Solovyov,98,D,L,2000-07-20,Mogilev,BLR,208,75
8477346,MacKenzie,Weegar,52,D,R,1994-01-07,Ottawa,CAN,206,72
8477495,Seth,Jones,4,D,R,1994-10-03,Arlington,USA,213,76
8483466,Kevin,Korchinski,55,D,L,2004-06-21,Saskatoon,CAN,185,73
8477034,Jaycob,Megna,24,D,L,1992-12-10,Plantation,USA,220,78
8476473,Connor,Murphy,5,D,R,1993-03-26,Dublin,USA,212,76
8475797,Jarred,Tinordi,25,D,L,1992-02-20,Millersville,USA,229,78
8481568,Alex,Vlasic,72,D,L,2001-06-05,Wilmette,USA,217,78
8479458,Nikita,Zaitsev,22,D,R,1991-10-29,Moscow,RUS,192,74
8482072,Jack,Ahcan,18,D,L,1997-05-18,Savage,USA,180,68
8479398,Samuel,Girard,49,D,L,1998-05-12,Roberval,CAN,170,70
8476779,Brad,Hunt,17,D,L,1988-08-24,Maple Ridge,CAN,177,69
8471677,Jack,Johnson,3,D,L,1987-01-13,Indianapolis,USA,227,73
8478452,Caleb,Jones,82,D,L,1997-06-06,Arlington,USA,194,73
8480069,Cale,Makar,8,D,R,1998-10-30,Calgary,CAN,187,72
8484258,Sam,Malinski,70,D,R,1998-07-27,Lakeville,USA,190,71
8476312,Josh,Manson,42,D,R,1991-10-07,Hinsdale,USA,218,75
8479387,Keaton,Middleton,67,D,L,1998-02-10,Edmonton,CAN,240,78
8478038,Devon,Toews,7,D,L,1994-02-21,Abbotsford,CAN,191,73
8480336,Sean,Walker,26,D,R,1994-11-13,Keswick,CAN,191,71
8483425,Lian,Bichsel,6,D,L,2004-05-18,Olten,CHE,233,78
8475825,Jani,Hakanpää,2,D,R,1992-03-31,Kirkkonummi,FIN,222,79
8481581,Thomas,Harley,55,D,L,2001-08-19,Syracuse,USA,206,76
8480036,Miro,Heiskanen,4,D,L,1999-07-18,Espoo,FIN,197,74
8476902,Esa,Lindell,23,D,L,1994-05-23,Vantaa,FIN,216,75
8480878,Nils,Lundkvist,5,D,R,2000-07-27,Pitea,SWE,190,73
8475755,Alexander,Petrovic,28,D,R,1992-03-03,Edmonton,CAN,208,77
8476884,Derrick,Pouliot,33,D,L,1994-01-16,Estevan,CAN,204,73
8470600,Ryan,Suter,20,D,L,1985-01-21,Madison,USA,201,73
8475690,Chris,Tanev,3,D,R,1989-12-20,Toronto,CAN,193,74
8475279,Ben,Chiarot,8,D,L,1991-05-09,Hamilton,CAN,224,75
8482762,Simon,Edvinsson,77,D,L,2003-02-05,Kungsbacka,SWE,209,78
8476906,Shayne,Gostisbehere,41,D,L,1993-04-20,Pembroke Pines,USA,183,71
8475718,Justin,Holl,3,D,R,1992-01-30,Tonka Bay,USA,194,76
8476874,Olli,Maatta,2,D,L,1994-08-22,Jyväskylä,FIN,207,74
8473507,Jeff,Petry,46,D,R,1987-12-09,Ann Arbor,USA,208,75
8481542,Moritz,Seider,53,D,R,2001-04-06,Zell,DEU,205,75
8478013,Jake,Walman,96,D,L,1996-02-20,Toronto,CAN,218,73
8480803,Evan,Bouchard,2,D,R,1999-10-20,Oakville,CAN,192,75
8481598,Philip,Broberg,86,D,L,2001-06-25,Orebro,SWE,212,76
8476879,Cody,Ceci,5,D,R,1993-12-21,Ottawa,CAN,210,75
8479576,Vincent,Desharnais,73,D,R,1996-05-29,Laval,CAN,226,79
8479341,Cam,Dineen,85,D,L,1998-06-19,Toms River,USA,188,71
8475218,Mattias,Ekholm,14,D,L,1990-05-24,Borlange,SWE,225,77
8479416,Ben,Gleason,6,D,L,1998-03-25,Ortonville,USA,190,73
8480274,Philip,Kemp,76,D,R,1999-02-12,Greenwich,USA,202,75
8476967,Brett,Kulak,27,D,L,1994-01-06,Edmonton,CAN,192,74
8477498,Darnell,Nurse,25,D,L,1995-02-04,Hamilton,CAN,215,76
8479442,Troy,Stecher,51,D,R,1994-04-07,Richmond,CAN,184,70
8484304,Uvis,Balinskis,26,D,L,1996-08-01,Ventspils,LVA,196,72
8482107,Mike,Benning,44,D,R,2002-01-05,Edmonton,CAN,185,69
8481600,Tobias,Bjornfot,2,D,L,2001-04-06,Upplands Vasby,SWE,200,73
8477932,Aaron,Ekblad,5,D,R,1996-02-07,Windsor,CAN,215,76
8475171,Oliver,Ekman-Larsson,91,D,L,1991-07-17,Karlskrona,SWE,191,74
8478055,Gustav,Forsling,42,D,L,1996-06-12,Linkoping,SWE,195,72
8482641,Matt,Kiersted,3,D,L,1998-04-14,Elk River,USA,181,72
8475179,Dmitry,Kulikov,7,D,L,1990-10-29,Lipetsk,RUS,201,73
8479372,Josh,Mahura,28,D,L,1998-05-05,St. Albert,CAN,193,72
8478859,Niko,Mikkola,77,D,L,1996-04-27,Kiiminki,FIN,206,77
8477986,Brandon,Montour,62,D,R,1994-04-11,Brantford,CAN,199,72
8479998,Mikey,Anderson,44,D,L,1999-05-25,Roseville,USA,195,72
8482730,Brandt,Clarke,92,D,R,2003-02-09,Nepean,CAN,200,74
8474563,Drew,Doughty,8,D,R,1989-12-08,London,CAN,210,73
8477971,Andreas,Englund,5,D,L,1996-01-21,Stockholm,SWE,200,76
8478882,Vladislav,Gavrikov,84,D,L,1995-11-21,Yaroslavl,RUS,220,75
8479421,Jacob,Moverare,43,D,L,1998-08-31,Ostersund,SWE,210,75
8478911,Matt,Roy,3,D,R,1995-03-01,Detroit,USA,210,74
8481606,Jordan,Spence,21,D,R,2001-02-24,Manly,AUS,180,71
8474567,Zach,Bogosian,24,D,R,1990-07-15,Massena,USA,231,75
8476463,Jonas,Brodin,25,D,L,1993-07-12,Karlstad,SWE,196,74
8480990,Declan,Chisholm,47,D,L,2000-01-12,Bowmanville,CAN,190,73
8482122,Brock,Faber,7,D,R,2002-08-22,Maple Grove,USA,200,73
8471274,Alex,Goligoski,33,D,L,1985-07-30,Grand Rapids,USA,173,71
8477541,Dakota,Mermis,6,D,L,1994-01-05,Alton,USA,195,72
8475750,Jon,Merrill,4,D,L,1992-02-03,Oklahoma City,USA,204,75
8478136,Jake,Middleton,5,D,L,1996-01-02,Wainwright,CAN,219,75
8474716,Jared,Spurgeon,46,D,R,1989-11-29,Edmonton,CAN,166,69
8482087,Kaiden,Guhle,21,D,L,2002-01-18,Edmonton,CAN,201,75
8480887,Jordan,Harris,54,D,L,2000-07-07,Haverhill,USA,189,71
8483457,Lane,Hutson,48,D,L,2004-02-14,Holland,USA,158,69
8480192,Johnathan,Kovacevic,26,D,R,1997-07-12,Hamilton,CAN,223,77
8476875,Mike,Matheson,8,D,L,1994-02-27,Pointe-Claire,CAN,196,74
8475233,David,Savard,58,D,R,1990-10-22,St-Hyacinthe,CAN,238,73
8482964,Arber,Xhekaj,72,D,L,2001-01-30,Hamilton,CAN,240,76
8480860,Kevin,Bahl,88,D,L,2000-06-27,New Westminster,CAN,230,78
8480084,Nick,DeSimone,57,D,R,1994-11-21,East Amherst,USA,185,74
8476462,Dougie,Hamilton,7,D,R,1993-06-17,Toronto,CAN,230,78
8482684,Luke,Hughes,43,D,L,2003-09-09,Manchester,USA,198,74
8478507,John,Marino,6,D,R,1997-05-21,North Easton,USA,181,73
8483495,Simon,Nemec,17,D,R,2004-02-15,Liptovský Mikuláš,SVK,190,73
8478399,Jonas,Siegenthaler,71,D,L,1997-05-06,Zurich,CHE,218,74
8474090,Brendan,Smith,2,D,L,1989-02-08,Mimico,CAN,200,74
8475197,Tyson,Barrie,22,D,R,1991-07-26,Victoria,CAN,197,71
8478851,Alexandre,Carrier,45,D,R,1996-10-08,Quebec City,CAN,174,71
8479371,Dante,Fabbro,57,D,R,1998-06-20,Coquitlam,CAN,189,72
8474600,Roman,Josi,59,D,L,1990-06-01,Bern,CHE,201,73
8478468,Jeremy,Lauzon,3,D,L,1997-04-28,Val-d'Or,CAN,225,75
8474568,Luke,Schenn,2,D,R,1989-11-02,Saskatoon,CAN,225,74
8480222,Sebastian,Aho,25,D,L,1996-02-17,Umea,SWE,180,70
8481541,Samuel,Bolduc,4,D,L,2000-12-09,Laval,CAN,220,76
8474145,Robert,Bortuzzo,41,D,R,1989-03-18,Thunder Bay,CAN,216,76
8479395,Dennis,Cholowski,7,D,L,1998-02-15,Langley,CAN,210,74
8480865,Noah,Dobson,8,D,R,2000-01-07,Summerside,CAN,200,76
8476429,Scott,Mayfield,24,D,R,1992-10-14,St. Louis,USA,220,77
8476917,Adam,Pelech,3,D,L,1994-08-16,Toronto,CAN,210,75
8477506,Ryan,Pulock,6,D,R,1994-10-06,Dauphin,CAN,216,74
8476422,Mike,Reilly,2,D,L,1993-07-13,Chicago,USA,196,73
8481014,Alexander,Romanov,28,D,L,2000-01-06,Moscow,RUS,215,73
8480071,Robin,Salo,2,D,L,1998-10-13,Espoo,FIN,191,73
8479323,Adam,Fox,23,D,R,1998-02-17,Jericho,USA,185,71
8476979,Erik,Gustafsson,56,D,L,1992-03-14,Nynashamn,SWE,189,73
8477433,Ben,Harpur,5,D,L,1995-01-12,Hamilton,CAN,230,78
8481708,Zac,Jones,6,D,L,2000-10-18,Richmond,USA,176,70
8479324,Ryan,Lindgren,55,D,L,1998-02-11,Burnsville,USA,193,72
8482067,Connor,Mackey,14,D,L,1996-09-12,Tower Lakes,USA,204,75
8480817,K'Andre,Miller,79,D,L,2000-01-21,St. Paul,USA,210,77
8481525,Matthew,Robertson,44,D,L,2001-03-09,Edmonton,CAN,209,76
8477244,Chad,Ruhwedel,5,D,R,1990-05-07,San Diego,USA,191,71
