player_id,first_name,last_name,birth_date,is_active,current_team_id,position,shoots_catches,height_inches,height_cm,weight_lbs,weight_kg,birth_city,birth_state_prov,birth_country,draft_year,draft_team,draft_round,draft_pick_in_round,draft_overall_pick,head_shot,hero_image
8481540,Cole,Caufield,2001-01-02,TRUE,8,R,R,68,173,175,79,Mosinee,Wisconsin,USA,2019,MTL,1,15,15,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481540.jpg
8481582,Nicholas,Robertson,2001-09-11,TRUE,10,L,L,69,175,180,82,Pasadena,California,USA,2019,TOR,2,22,53,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481582.jpg
8481618,Alex,Newhook,2001-01-28,TRUE,8,C,L,71,180,200,91,St. John's,Newfoundland and Labrador,CAN,2019,COL,1,16,16,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481618.jpg
8481711,Matias,Maccelli,2000-10-14,TRUE,10,L,L,71,180,187,85,Turku,NaN,FIN,2019,ARI,4,5,98,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481711.jpg
8482087,Kaiden,Guhle,2002-01-18,TRUE,8,D,L,75,191,202,92,Edmonton,Alberta,CAN,2020,MTL,1,16,16,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482087.jpg
8482259,Bobby,McMann,1996-06-15,TRUE,55,C,L,74,188,217,98,Wainwright,Alberta,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482259.jpg
8482720,Matthew,Knies,2002-10-17,TRUE,10,L,L,75,191,232,105,Phoenix,Arizona,USA,2021,TOR,2,25,57,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482720.jpg
8482737,Zachary,Bolduc,2003-02-24,TRUE,8,R,L,72,183,187,85,Trois-Rivieres,Quebec,CAN,2021,STL,1,17,17,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482737.jpg
8482775,Oliver,Kapanen,2003-07-29,TRUE,8,C,R,74,188,194,88,Timra,NaN,SWE,2021,MTL,2,32,64,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482775.jpg
8482964,Arber,Xhekaj,2001-01-30,TRUE,8,D,L,76,193,240,109,Hamilton,Ontario,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482964.jpg
8483457,Lane,Hutson,2004-02-14,TRUE,8,D,L,69,175,162,73,Holland,Michigan,USA,2022,MTL,2,30,62,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483457.jpg
8483515,Juraj,Slafkovsky,2004-03-30,TRUE,8,L,L,75,191,225,102,Kosice,NaN,SVK,2022,MTL,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483515.jpg
8484984,Ivan,Demidov,2005-12-10,TRUE,8,R,L,73,185,192,87,Sergiyev Posad,NaN,RUS,2024,MTL,1,5,5,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484984.jpg
8471214,Alex,Ovechkin,1985-09-17,TRUE,15,L,R,75,191,238,108,Moscow,NaN,RUS,2004,WSH,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8471214.jpg
8474590,John,Carlson,1990-01-10,TRUE,24,D,R,75,191,220,100,Natick,Massachusetts,USA,2008,WSH,1,27,27,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474590.jpg
8475343,Nic,Dowd,1990-05-27,TRUE,54,C,R,74,188,195,88,Huntsville,Alabama,USA,2009,LAK,7,18,198,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475343.jpg
8476374,Sean,Kuraly,1993-01-20,TRUE,6,C,L,74,188,208,94,Niagara Falls,New York,USA,2011,SJS,5,12,133,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476374.jpg
8476854,Hampus,Lindholm,1994-01-20,TRUE,6,D,L,76,193,217,98,Helsingborg,NaN,SWE,2012,ANA,1,6,6,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476854.jpg
8476880,Tom,Wilson,1994-03-29,TRUE,15,R,R,76,193,225,102,Toronto,Ontario,CAN,2012,WSH,1,16,16,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476880.jpg
8477496,Elias,Lindholm,1994-12-02,TRUE,6,C,R,73,185,200,91,Boden,NaN,SWE,2013,CAR,1,5,5,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477496.jpg
8477507,Nikita,Zadorov,1995-04-16,TRUE,6,D,L,79,201,255,116,Moscow,NaN,RUS,2013,BUF,1,16,16,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477507.jpg
8477845,Trevor,van Riemsdyk,1991-07-24,TRUE,15,D,R,75,191,210,95,Middletown,New Jersey,USA,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477845.jpg
8477956,David,Pastrnak,1996-05-25,TRUE,6,R,R,72,183,199,90,Havirov,NaN,CZE,2014,BOS,1,25,25,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477956.jpg
8478042,Viktor,Arvidsson,1993-04-08,TRUE,6,L,R,70,178,181,82,Skelleftea,NaN,SWE,2014,NSH,4,22,112,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478042.jpg
8478401,Pavel,Zacha,1997-04-06,TRUE,6,C,L,76,193,211,96,Brno,NaN,CZE,2015,NJD,1,6,6,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478401.jpg
8478440,Dylan,Strome,1997-03-07,TRUE,15,C,L,76,193,200,91,Mississauga,Ontario,CAN,2015,ARI,1,3,3,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478440.jpg
8478463,Anthony,Beauvillier,1997-06-08,TRUE,15,R,L,71,180,181,82,Sorel-Tracy,Quebec,CAN,2015,NYI,1,28,28,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478463.jpg
8478911,Matt,Roy,1995-03-01,TRUE,15,D,R,74,188,220,100,Detroit,Michigan,USA,2015,LAK,7,13,194,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478911.jpg
8479325,Charlie,McAvoy,1997-12-21,TRUE,6,D,R,73,185,211,96,Long Beach,New York,USA,2016,BOS,1,14,14,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479325.jpg
8479345,Jakob,Chychrun,1998-03-31,TRUE,15,D,L,74,188,215,98,Boca Raton,Florida,USA,2016,ARI,1,16,16,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479345.jpg
8479369,Andrew,Peeke,1998-03-17,TRUE,6,D,R,75,191,214,97,Parkland,Florida,USA,2016,CBJ,2,4,34,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479369.jpg
8479400,Pierre-Luc,Dubois,1998-06-24,TRUE,15,C,L,76,193,220,100,Ste-Agathe-des-Monts,Quebec,CAN,2016,CBJ,1,3,3,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479400.jpg
8479520,Brandon,Duhaime,1997-05-22,TRUE,15,L,L,74,188,210,95,Coral Springs,Florida,USA,2016,MIN,4,15,106,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479520.jpg
8479591,Michael,Eyssimont,1996-09-09,TRUE,6,C,L,72,183,195,88,Littleton,Colorado,USA,2016,LAK,5,21,142,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479591.jpg
8479661,Tanner,Jeannot,1997-05-29,TRUE,6,L,L,74,188,221,100,Estevan,Saskatchewan,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479661.jpg
8479987,Morgan,Geekie,1998-07-20,TRUE,6,C,R,75,191,212,96,Strathclair,Manitoba,CAN,2017,CAR,3,5,67,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479987.jpg
8479999,Casey,Mittelstadt,1998-11-22,TRUE,6,C,L,73,185,205,93,Eden Prairie,Minnesota,USA,2017,BUF,1,8,8,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479999.jpg
8480035,Henri,Jokiharju,1999-06-17,TRUE,6,D,R,72,183,205,93,Oulu,NaN,FIN,2017,CHI,1,29,29,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480035.jpg
8480355,Mark,Kastelic,1999-03-11,TRUE,6,C,R,76,193,234,106,Phoenix,Arizona,USA,2019,OTT,5,1,125,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480355.jpg
8480796,Martin,Fehervary,1999-10-06,TRUE,15,D,L,74,188,215,98,Bratislava,NaN,SVK,2018,WSH,2,15,46,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480796.jpg
8480873,Rasmus,Sandin,2000-03-07,TRUE,15,D,L,71,180,189,86,Uppsala,NaN,SWE,2018,TOR,1,29,29,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480873.jpg
8481580,Connor,McMichael,2001-01-15,TRUE,15,L,L,72,183,180,82,Ajax,Ontario,CAN,2019,WSH,1,25,25,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481580.jpg
8481656,Aliaksei,Protas,2001-01-06,TRUE,15,L,L,78,198,250,113,Vitebsk,NaN,BLR,2019,WSH,3,29,91,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481656.jpg
8482088,Justin,Sourdif,2002-03-24,TRUE,15,C,R,72,183,195,88,Richmond,British Columbia,CAN,2020,FLA,3,25,87,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482088.jpg
8482148,Hendrix,Lapierre,2002-02-09,TRUE,15,C,L,72,183,195,88,Gatineau,Quebec,CAN,2020,WSH,1,22,22,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482148.jpg
8482177,Marat,Khusnutdinov,2002-07-17,TRUE,6,C,L,71,180,184,83,Moscow,NaN,RUS,2020,MIN,2,6,37,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482177.jpg
8482511,Mason,Lohrei,2001-01-17,TRUE,6,D,L,77,196,218,99,Baton Rouge,Louisiana,USA,2020,BOS,2,27,58,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482511.jpg
8483489,Fraser,Minten,2004-07-05,TRUE,6,C,L,74,188,204,93,Vancouver,British Columbia,CAN,2022,TOR,2,6,38,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483489.jpg
8484186,Ryan,Leonard,2005-01-21,TRUE,15,R,R,73,185,205,93,Northampton,Massachusetts,USA,2023,WSH,1,8,8,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484186.jpg
8474150,Mikael,Backlund,1989-03-17,TRUE,20,C,L,72,183,206,93,Vasteras,NaN,SWE,2007,CGY,1,24,24,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474150.jpg
8474641,Adam,Henrique,1990-02-06,TRUE,22,C,L,72,183,195,88,Brantford,Ontario,CAN,2008,NJD,3,21,82,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474641.jpg
8475172,Nazem,Kadri,1990-10-06,TRUE,21,C,L,72,183,185,84,London,Ontario,CAN,2009,TOR,1,7,7,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475172.jpg
8475218,Mattias,Ekholm,1990-05-24,TRUE,22,D,L,77,196,225,102,Borlange,NaN,SWE,2009,NSH,4,11,102,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475218.jpg
8476399,Blake,Coleman,1991-11-28,TRUE,20,L,L,71,180,199,90,Plano,Texas,USA,2011,NJD,3,14,75,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476399.jpg
8476454,Ryan,Nugent-Hopkins,1993-04-12,TRUE,22,C,L,73,185,192,87,Burnaby,British Columbia,CAN,2011,EDM,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476454.jpg
8476967,Brett,Kulak,1994-01-06,TRUE,21,D,L,73,185,192,87,Edmonton,Alberta,CAN,2012,CGY,4,14,105,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476967.jpg
8477346,MacKenzie,Weegar,1994-01-07,TRUE,68,D,R,72,183,206,93,Ottawa,Ontario,CAN,2013,FLA,7,25,206,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477346.jpg
8477498,Darnell,Nurse,1995-02-04,TRUE,22,D,L,76,193,215,98,Hamilton,Ontario,CAN,2013,EDM,1,7,7,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477498.jpg
8477810,Joel,Hanley,1991-06-08,TRUE,20,D,L,71,180,186,84,Keswick,Ontario,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477810.jpg
8477934,Leon,Draisaitl,1995-10-27,TRUE,22,C,L,74,188,209,95,Cologne,NaN,DEU,2014,EDM,1,3,3,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477934.jpg
8477953,Kasperi,Kapanen,1996-07-23,TRUE,22,R,R,73,185,194,88,Kuopio,NaN,FIN,2014,PIT,1,22,22,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477953.jpg
8477993,Justin,Kirkland,1996-08-02,TRUE,20,C,L,75,191,183,83,Winnipeg,Manitoba,CAN,2014,NSH,3,2,62,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477993.jpg
8478233,Andrew,Mangiapane,1996-04-04,TRUE,16,L,L,70,178,183,83,Toronto,Ontario,CAN,2015,CGY,6,15,166,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478233.jpg
8478397,Rasmus,Andersson,1996-10-27,TRUE,54,D,R,73,185,202,92,Malmo,NaN,SWE,2015,CGY,2,23,53,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478397.jpg
8478402,Connor,McDavid,1997-01-13,TRUE,22,C,L,73,185,194,88,Richmond Hill,Ontario,CAN,2015,EDM,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478402.jpg
8479066,Ryan,Lomberg,1994-12-09,TRUE,20,L,L,69,175,184,83,Richmond Hill,Ontario,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479066.jpg
8479365,Trent,Frederic,1998-02-11,TRUE,22,C,L,75,191,221,100,St. Louis,Missouri,USA,2016,BOS,1,29,29,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479365.jpg
8479402,Jake,Bean,1998-06-09,TRUE,20,D,L,73,185,191,87,Calgary,Alberta,CAN,2016,CAR,1,13,13,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479402.jpg
8480028,Morgan,Frost,1999-05-14,TRUE,20,C,L,72,183,193,88,Aurora,Ontario,CAN,2017,PHI,1,27,27,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480028.jpg
8480797,Joel,Farabee,2000-02-25,TRUE,20,L,L,72,183,186,84,Syracuse,New York,USA,2018,PHI,1,14,14,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480797.jpg
8480803,Evan,Bouchard,1999-10-20,TRUE,22,D,R,75,191,192,87,Oakville,Ontario,CAN,2018,EDM,1,10,10,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480803.jpg
8480831,Alec,Regula,2000-08-06,TRUE,22,D,R,76,193,211,96,West Bloomfield,Michigan,USA,2018,DET,3,5,67,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480831.jpg
8480834,Ty,Emberson,2000-05-23,TRUE,22,D,R,72,183,193,88,Eau Claire,Wisconsin,USA,2018,ARI,3,11,73,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480834.jpg
8480860,Kevin,Bahl,2000-06-27,TRUE,20,D,L,78,198,230,104,New Westminster,British Columbia,CAN,2018,ARI,2,24,55,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480860.jpg
8481068,Yegor,Sharangovich,1998-06-06,TRUE,20,C,L,74,188,196,89,Minsk,NaN,BLR,2018,NJD,5,17,141,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481068.jpg
8481167,Brayden,Pachal,1999-08-23,TRUE,20,D,R,74,188,202,92,Estevan,Saskatchewan,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481167.jpg
8481491,Noah,Philp,1998-08-31,TRUE,12,C,R,75,191,198,90,Canmore,Alberta,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481491.jpg
8481617,Vasily,Podkolzin,2001-06-24,TRUE,22,R,L,73,185,190,86,Moscow,NaN,RUS,2019,VAN,1,10,10,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481617.jpg
8482074,Connor,Zary,2001-09-25,TRUE,20,C,L,72,183,178,81,Saskatoon,Saskatchewan,CAN,2020,CGY,1,24,24,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482074.jpg
8482679,Matt,Coronato,2002-11-14,TRUE,20,R,R,70,178,183,83,Greenlawn,New York,USA,2021,CGY,1,13,13,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482679.jpg
8483455,Isaac,Howard,2004-03-30,TRUE,22,L,L,70,178,180,82,Hudson,Wisconsin,USA,2022,TBL,1,31,31,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483455.jpg
8483512,Matt,Savoie,2004-01-01,TRUE,22,C,R,70,178,179,81,St. Albert,Alberta,CAN,2022,BUF,1,9,9,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483512.jpg
8483609,Adam,Klapka,2000-09-14,TRUE,20,R,R,80,203,235,107,Praha,NaN,CZE,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483609.jpg
8484860,Matvei,Gridin,2006-03-01,TRUE,20,R,L,73,185,182,83,Kurgan,NaN,RUS,2024,CGY,1,28,28,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484860.jpg
8485493,David,Tomasek,1996-02-10,FALSE,NaN,R,R,74,188,210,95,Praha,NaN,CZE,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8485493.jpg
8475188,Brayden,McNabb,1991-01-21,TRUE,54,D,L,76,193,215,98,Davidson,Saskatchewan,CAN,2009,BUF,3,5,66,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475188.jpg
8475191,Reilly,Smith,1991-04-01,TRUE,54,R,L,73,185,185,84,Mimico,Ontario,CAN,2009,DAL,3,8,69,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475191.jpg
8475913,Mark,Stone,1992-05-13,TRUE,54,R,R,75,191,210,95,Winnipeg,Manitoba,CAN,2010,OTT,6,28,178,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475913.jpg
8476438,Brandon,Saad,1992-10-27,TRUE,54,L,L,73,185,207,94,Pittsburgh,Pennsylvania,USA,2011,CHI,2,13,43,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476438.jpg
8476448,William,Karlsson,1993-01-08,TRUE,54,C,L,72,183,190,86,Marsta,NaN,SWE,2011,ANA,2,23,53,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476448.jpg
8476881,Tomas,Hertl,1993-11-12,TRUE,54,C,L,75,191,220,100,Praha,NaN,CZE,2012,SJS,1,17,17,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476881.jpg
8476925,Colton,Sissons,1993-11-05,TRUE,54,C,R,73,185,200,91,North Vancouver,British Columbia,CAN,2012,NSH,2,20,50,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476925.jpg
8477447,Shea,Theodore,1995-08-03,TRUE,54,D,L,74,188,197,89,Aldergrove,British Columbia,CAN,2013,ANA,1,26,26,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477447.jpg
8477964,Ivan,Barbashev,1995-12-14,TRUE,54,L,L,72,183,203,92,Moscow,NaN,RUS,2014,STL,2,3,33,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477964.jpg
8478396,Noah,Hanifin,1997-01-25,TRUE,54,D,L,75,191,206,93,Boston,Massachusetts,USA,2015,CAR,1,5,5,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478396.jpg
8478403,Jack,Eichel,1996-10-28,TRUE,54,C,R,74,188,208,94,North Chelmsford,Massachusetts,USA,2015,BUF,1,2,2,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478403.jpg
8478434,Keegan,Kolesar,1997-04-08,TRUE,54,R,R,74,188,216,98,Brandon,Manitoba,CAN,2015,CBJ,3,8,69,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478434.jpg
8478468,Jeremy,Lauzon,1997-04-28,TRUE,54,D,L,75,191,225,102,Val-d'Or,Quebec,CAN,2015,BOS,2,22,52,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478468.jpg
8478483,Mitch,Marner,1997-05-05,TRUE,54,R,R,72,183,180,82,Markham,Ontario,CAN,2015,TOR,1,4,4,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478483.jpg
8479353,Brett,Howden,1998-03-29,TRUE,54,C,L,74,188,201,91,Oakbank,Manitoba,CAN,2016,TBL,1,27,27,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479353.jpg
8480727,Zach,Whitecloud,1996-11-28,TRUE,20,D,R,74,188,210,95,Brandon,Manitoba,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480727.jpg
8481527,Kaedan,Korczak,2001-01-29,TRUE,54,D,R,75,191,206,93,Yorkton,Saskatchewan,CAN,2019,VGK,2,10,41,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481527.jpg
8481604,Pavel,Dorofeyev,2000-10-26,TRUE,54,R,L,73,185,194,88,Nizhny Tagil,NaN,RUS,2019,VGK,3,17,79,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481604.jpg
8481568,Alex,Vlasic,2001-06-05,TRUE,16,D,L,78,198,217,98,Wilmette,Illinois,USA,2019,CHI,2,12,43,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481568.jpg
8481806,Louis,Crevier,2001-05-04,TRUE,16,D,R,80,203,228,103,Quebec City,Quebec,CAN,2020,CHI,7,2,188,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481806.jpg
8475722,Jason,Zucker,1992-01-16,TRUE,7,L,L,71,180,198,90,Newport Beach,California,USA,2010,MIN,2,29,59,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475722.jpg
8477419,Mason,Geertsen,1995-04-19,TRUE,7,L,L,76,193,231,105,Drayton Valley,Alberta,CAN,2013,COL,4,2,93,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477419.jpg
8477949,Alex,Tuch,1996-05-10,TRUE,7,R,R,76,193,219,99,Syracuse,New York,USA,2014,MIN,1,18,18,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477949.jpg
8479359,Beck,Malenstyn,1998-02-04,TRUE,7,L,L,75,191,209,95,Delta,British Columbia,CAN,2016,WSH,5,24,145,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479359.jpg
8479420,Tage,Thompson,1997-10-30,TRUE,7,C,R,78,198,220,100,Phoenix,Arizona,USA,2016,STL,1,26,26,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479420.jpg
8479941,Justin,Danforth,1993-03-15,TRUE,7,R,R,68,173,193,88,Oshawa,Ontario,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479941.jpg
8479982,Conor,Timmins,1998-09-18,TRUE,7,D,R,75,191,213,97,St. Catharines,Ontario,CAN,2017,COL,2,1,32,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479982.jpg
8480064,Josh,Norris,1999-05-05,TRUE,7,C,L,74,188,196,89,Oxford,Michigan,USA,2017,SJS,1,19,19,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480064.jpg
8480196,Jacob,Bryson,1997-11-18,TRUE,52,D,L,69,175,177,80,London,Ontario,CAN,2017,BUF,4,6,99,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480196.jpg
8480802,Ryan,McLeod,1999-09-21,TRUE,7,C,L,75,191,204,93,Mississauga,Ontario,CAN,2018,EDM,2,9,40,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480802.jpg
8480807,Mattias,Samuelsson,2000-03-14,TRUE,7,D,L,76,193,229,104,Philadelphia,Pennsylvania,USA,2018,BUF,2,1,32,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480807.jpg
8480839,Rasmus,Dahlin,2000-04-13,TRUE,7,D,L,75,191,204,93,Lidkoping,NaN,SWE,2018,BUF,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480839.jpg
8481522,Peyton,Krebs,2001-01-26,TRUE,7,C,L,72,183,188,85,Calgary,Alberta,CAN,2019,VGK,1,17,17,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481522.jpg
8481524,Bowen,Byram,2001-06-13,TRUE,7,D,L,73,185,205,93,Cranbrook,British Columbia,CAN,2019,COL,1,4,4,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481524.jpg
8481564,Ryan,Johnson,2001-07-24,TRUE,7,D,L,73,185,195,88,Newport Beach,California,USA,2019,BUF,1,31,31,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481564.jpg
8482097,Jack,Quinn,2001-09-19,TRUE,7,R,R,73,185,185,84,Ottawa,Ontario,CAN,2020,BUF,1,8,8,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482097.jpg
8482659,Josh,Doan,2002-02-01,TRUE,7,R,R,74,188,198,90,Scottsdale,Arizona,USA,2021,ARI,2,5,37,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482659.jpg
8483468,Jiri,Kulich,2004-04-14,TRUE,7,C,L,73,185,193,88,Kadan,NaN,CZE,2022,BUF,1,28,28,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483468.jpg
8474141,Patrick,Kane,1988-11-19,TRUE,17,R,L,70,178,176,80,Buffalo,New York,USA,2007,CHI,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474141.jpg
8474612,Travis,Hamonic,1990-08-16,TRUE,17,D,R,73,185,193,88,St. Malo,Manitoba,CAN,2008,NYI,2,23,53,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474612.jpg
8475279,Ben,Chiarot,1991-05-09,TRUE,17,D,L,75,191,222,101,Hamilton,Ontario,CAN,2009,ATL,4,29,120,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475279.jpg
8477429,Andrew,Copp,1994-07-08,TRUE,17,C,L,73,185,200,91,Ann Arbor,Michigan,USA,2013,WPG,4,13,104,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477429.jpg
8477456,J.T.,Compher,1995-04-08,TRUE,17,L,R,72,183,191,87,Northbrook,Illinois,USA,2013,BUF,2,5,35,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477456.jpg
8477946,Dylan,Larkin,1996-07-30,TRUE,17,C,L,73,185,204,93,Waterford,Michigan,USA,2014,DET,1,15,15,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477946.jpg
8478891,Mason,Appleton,1996-01-15,TRUE,17,C,R,74,188,196,89,Green Bay,Wisconsin,USA,2015,WPG,6,17,168,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478891.jpg
8479337,Alex,DeBrincat,1997-12-18,TRUE,17,R,R,68,173,180,82,Farmington Hills,Michigan,USA,2016,CHI,2,9,39,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479337.jpg
