player_id,first_name,last_name,birth_date,is_active,position,shoots_catches,height_inches,height_cm,weight_lbs,weight_kg,birth_city,birth_country,draft_year,draft_team,draft_round,draft_pick_in_round,draft_overall_pick,head_shot,hero_image
8476525,Colin,Miller,1992-10-29,True,D,R,73,185,200,91,Sault Ste. Marie,CAN,2012,LAK,5,30,151,https://assets.nhle.com/mugs/nhl/20252026/WPG/8476525.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476525.jpg
8476945,Connor,Hellebuyck,1993-05-19,True,G,L,76,193,207,94,Commerce,USA,2012,WPG,5,9,130,https://assets.nhle.com/mugs/nhl/20252026/WPG/8476945.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476945.jpg
8476967,Brett,Kulak,1994-01-06,True,D,L,74,188,192,87,Edmonton,CAN,2012,CGY,4,14,105,https://assets.nhle.com/mugs/nhl/20252026/EDM/8476967.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476967.jpg
8477015,Connor,Brown,1994-01-14,True,R,R,72,183,184,83,Toronto,CAN,2012,TOR,6,5,156,https://assets.nhle.com/mugs/nhl/20252026/NJD/8477015.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477015.jpg
8477406,Mattias,Janmark,1992-12-08,True,C,L,74,188,205,93,Danderyd,SWE,2013,DET,3,18,79,https://assets.nhle.com/mugs/nhl/20252026/EDM/8477406.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477406.jpg
8477480,Eric,Comrie,1995-07-06,True,G,L,73,185,190,86,Edmonton,CAN,2013,WPG,2,29,59,https://assets.nhle.com/mugs/nhl/20252026/WPG/8477480.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477480.jpg
8477498,Darnell,Nurse,1995-02-04,True,D,L,76,193,215,98,Hamilton,CAN,2013,EDM,1,7,7,https://assets.nhle.com/mugs/nhl/20252026/EDM/8477498.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477498.jpg
8477504,Josh,Morrissey,1995-03-28,True,D,L,72,183,195,88,Calgary,CAN,2013,WPG,1,13,13,https://assets.nhle.com/mugs/nhl/20252026/WPG/8477504.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477504.jpg
8477934,Leon,Draisaitl,1995-10-27,True,C,L,74,188,209,95,Cologne,GER,2014,EDM,1,3,3,https://assets.nhle.com/mugs/nhl/20252026/EDM/8477934.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477934.jpg
8477938,Haydn,Fleury,1996-07-08,True,D,L,76,193,207,94,Carlyle,CAN,2014,CAR,1,7,7,https://assets.nhle.com/mugs/nhl/20252026/WPG/8477938.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477938.jpg
8477940,Nikolaj,Ehlers,1996-02-14,True,L,L,72,183,172,78,Aalborg,DEN,2014,WPG,1,9,9,https://assets.nhle.com/mugs/nhl/20252026/CAR/8477940.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477940.jpg
8478042,Viktor,Arvidsson,1993-04-08,True,L,R,70,178,185,84,Skelleftea,SWE,2014,NSH,4,22,112,https://assets.nhle.com/mugs/nhl/20252026/BOS/8478042.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478042.jpg
8478398,Kyle,Connor,1996-12-09,True,L,L,73,185,183,83,Shelby Township,USA,2015,WPG,1,17,17,https://assets.nhle.com/mugs/nhl/20252026/WPG/8478398.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478398.jpg
8478402,Connor,McDavid,1997-01-13,True,C,L,73,185,194,88,Richmond Hill,CAN,2015,EDM,1,1,1,https://assets.nhle.com/mugs/nhl/20252026/EDM/8478402.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478402.jpg
8478408,Travis,Dermott,1996-12-22,False,D,L,72,183,200,91,Newmarket,CAN,2015,TOR,2,4,34,https://assets.nhle.com/mugs/nhl/latest/8478408.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478408.jpg
8478585,Derek,Ryan,1986-12-29,False,C,R,70,178,185,84,Spokane,USA,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/latest/8478585.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478585.jpg
8478891,Mason,Appleton,1996-01-15,True,C,R,74,188,194,88,Green Bay,USA,2015,WPG,6,17,168,https://assets.nhle.com/mugs/nhl/20252026/DET/8478891.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478891.jpg
8479973,Stuart,Skinner,1998-11-01,True,G,L,76,193,230,104,Edmonton,CAN,2017,EDM,3,16,78,https://assets.nhle.com/mugs/nhl/20252026/EDM/8479973.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479973.jpg
8480014,Gabriel,Vilardi,1999-08-16,True,C,R,75,191,216,98,Kingston,CAN,2017,LAK,1,11,11,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480014.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480014.jpg
8480049,Dylan,Samberg,1999-01-24,True,D,L,76,193,216,98,Saginaw,USA,2017,WPG,2,12,43,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480049.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480049.jpg
8480113,Alex,Iafallo,1993-12-21,True,L,L,72,183,201,91,Eden,USA,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480113.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480113.jpg
8480145,Neal,Pionk,1995-07-29,True,D,R,72,183,190,86,Omaha,USA,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480145.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480145.jpg
8480289,Morgan,Barron,1998-12-02,True,C,L,76,193,220,100,Halifax,CAN,2017,NYR,6,19,174,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480289.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480289.jpg
8480803,Evan,Bouchard,1999-10-20,True,D,R,75,191,192,87,Oakville,CAN,2018,EDM,1,10,10,https://assets.nhle.com/mugs/nhl/20252026/EDM/8480803.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480803.jpg
8480834,Ty,Emberson,2000-05-23,True,D,R,74,188,193,88,Eau Claire,USA,2018,ARI,3,11,73,https://assets.nhle.com/mugs/nhl/20252026/EDM/8480834.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480834.jpg
8480845,Rasmus,Kupari,2000-03-15,True,C,R,74,188,201,91,Kotka,FIN,2018,LAK,1,20,20,https://assets.nhle.com/mugs/nhl/20252026/WPG/8480845.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480845.jpg
8481617,Vasily,Podkolzin,2001-06-24,True,R,L,73,185,190,86,Moscow,RUS,2019,VAN,1,10,10,https://assets.nhle.com/mugs/nhl/20252026/EDM/8481617.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481617.jpg
8482149,Cole,Perfetti,2002-01-01,True,C,L,71,180,185,84,Whitby,CAN,2020,WPG,1,10,10,https://assets.nhle.com/mugs/nhl/20252026/WPG/8482149.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482149.jpg
8474150,Mikael,Backlund,1989-03-17,True,C,L,72,183,206,93,Vasteras,SWE,2007,CGY,1,24,24,https://assets.nhle.com/mugs/nhl/20252026/CGY/8474150.png,https://assets.nhle.com/mugs/actionshots/1296x729/8474150.jpg
8474574,Tyler,Myers,1990-02-01,True,D,R,80,203,229,104,Houston,USA,2008,BUF,1,12,12,https://assets.nhle.com/mugs/nhl/20252026/VAN/8474574.png,https://assets.nhle.com/mugs/actionshots/1296x729/8474574.jpg
8475172,Nazem,Kadri,1990-10-06,True,C,L,72,183,185,84,London,CAN,2009,TOR,1,7,7,https://assets.nhle.com/mugs/nhl/20252026/CGY/8475172.png,https://assets.nhle.com/mugs/actionshots/1296x729/8475172.jpg
8475762,Derek,Forbort,1992-03-04,True,D,L,76,193,216,98,Duluth,USA,2010,LAK,1,15,15,https://assets.nhle.com/mugs/nhl/20252026/VAN/8475762.png,https://assets.nhle.com/mugs/actionshots/1296x729/8475762.jpg
8476399,Blake,Coleman,1991-11-28,True,L,L,71,180,199,90,Plano,USA,2011,NJD,3,14,75,https://assets.nhle.com/mugs/nhl/20252026/CGY/8476399.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476399.jpg
8476456,Jonathan,Huberdeau,1993-06-04,True,L,L,73,185,200,91,Saint-Jerome,CAN,2011,FLA,1,3,3,https://assets.nhle.com/mugs/nhl/20252026/CGY/8476456.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476456.jpg
8476468,J.T.,Miller,1993-03-14,True,L,L,73,185,218,99,East Palestine,USA,2011,NYR,1,15,15,https://assets.nhle.com/mugs/nhl/20252026/NYR/8476468.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476468.jpg
8476927,Teddy,Blueger,1994-08-15,True,C,L,72,183,185,84,Riga,LAT,2012,PIT,2,22,52,https://assets.nhle.com/mugs/nhl/20252026/VAN/8476927.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476927.jpg
8477346,MacKenzie,Weegar,1994-01-07,True,D,R,72,183,206,93,Ottawa,CAN,2013,FLA,7,25,206,https://assets.nhle.com/mugs/nhl/20252026/CGY/8477346.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477346.jpg
8477369,Carson,Soucy,1994-07-27,True,D,L,77,196,208,94,Viking,CAN,2013,MIN,5,16,137,https://assets.nhle.com/mugs/nhl/20252026/NYR/8477369.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477369.jpg
8477511,Anthony,Mantha,1994-09-16,True,R,L,77,196,234,106,Longueuil,CAN,2013,DET,1,20,20,https://assets.nhle.com/mugs/nhl/20252026/PIT/8477511.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477511.jpg
8478046,Danton,Heinen,1995-07-05,True,L,L,74,188,195,88,Langley,CAN,2014,BOS,4,26,116,https://assets.nhle.com/mugs/nhl/20252026/PIT/8478046.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478046.jpg
8478397,Rasmus,Andersson,1996-10-27,True,D,R,73,185,202,92,Malmo,SWE,2015,CGY,2,23,53,https://assets.nhle.com/mugs/nhl/20252026/CGY/8478397.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478397.jpg
8478435,Dan,Vladar,1997-08-20,True,G,L,77,196,209,95,Prague,CZE,2015,BOS,3,14,75,https://assets.nhle.com/mugs/nhl/20252026/PHI/8478435.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478435.jpg
8478444,Brock,Boeser,1997-02-25,True,R,R,73,185,208,94,Burnsville,USA,2015,VAN,1,23,23,https://assets.nhle.com/mugs/nhl/20252026/VAN/8478444.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478444.jpg
8478466,Daniel,Sprong,1997-03-17,False,R,R,72,183,195,88,Amsterdam,NED,2015,PIT,2,16,46,https://assets.nhle.com/mugs/nhl/latest/8478466.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478466.jpg
8478498,Jake,DeBrusk,1996-10-17,True,L,L,73,185,198,90,Edmonton,CAN,2015,BOS,1,14,14,https://assets.nhle.com/mugs/nhl/20252026/VAN/8478498.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478498.jpg
8478856,Conor,Garland,1996-03-11,True,R,R,70,178,165,75,Scituate,USA,2015,ARI,5,2,123,https://assets.nhle.com/mugs/nhl/20252026/VAN/8478856.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478856.jpg
8479066,Ryan,Lomberg,1994-12-09,True,L,L,69,175,184,83,Richmond Hill,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/CGY/8479066.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479066.jpg
8479291,Kevin,Rooney,1993-05-21,False,C,L,74,188,190,86,Canton,USA,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/latest/8479291.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479291.jpg
8479402,Jake,Bean,1998-06-09,True,D,L,73,185,191,87,Calgary,CAN,2016,CAR,1,13,13,https://assets.nhle.com/mugs/nhl/20252026/CGY/8479402.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479402.jpg
8479425,Filip,Hronek,1997-11-02,True,D,R,72,183,190,86,Hradec Kralove,CZE,2016,DET,2,23,53,https://assets.nhle.com/mugs/nhl/20252026/VAN/8479425.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479425.jpg
8479576,Vincent,Desharnais,1996-05-29,True,D,R,79,201,226,103,Laval,CAN,2016,EDM,7,2,183,https://assets.nhle.com/mugs/nhl/20252026/SJS/8479576.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479576.jpg
8480012,Elias,Pettersson,1998-11-12,True,C,L,74,188,176,80,Sundsvall,SWE,2017,VAN,1,5,5,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480012.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480012.jpg
8480748,Kiefer,Sherwood,1995-03-31,True,L,R,72,183,194,88,Columbus,USA,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480748.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480748.jpg
8480800,Quinn,Hughes,1999-10-14,True,D,L,70,178,180,82,Orlando,USA,2018,VAN,1,7,7,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480800.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480800.jpg
8480860,Kevin,Bahl,2000-06-27,True,D,L,78,198,230,104,New Westminster,CAN,2018,ARI,2,24,55,https://assets.nhle.com/mugs/nhl/20252026/CGY/8480860.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480860.jpg
8480947,Kevin,Lankinen,1995-04-28,True,G,L,74,188,190,86,Helsinki,FIN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/VAN/8480947.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480947.jpg
8481028,Martin,Pospisil,1999-11-19,True,C,L,74,188,173,78,Zvolen,SVK,2018,CGY,4,12,105,https://assets.nhle.com/mugs/nhl/20252026/CGY/8481028.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481028.jpg
8481167,Brayden,Pachal,1999-08-23,True,D,R,74,188,202,92,Estevan,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/CGY/8481167.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481167.jpg
8481535,Nils,Hoglander,2000-12-20,True,L,L,69,175,185,84,Bockträsk,SWE,2019,VAN,2,9,40,https://assets.nhle.com/mugs/nhl/20252026/VAN/8481535.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481535.jpg
8481668,Arturs,Silovs,2001-03-22,True,G,L,76,193,203,92,Riga,LAT,2019,VAN,6,1,156,https://assets.nhle.com/mugs/nhl/20252026/PIT/8481668.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481668.jpg
8481692,Dustin,Wolf,2001-04-16,True,G,L,72,183,166,75,Gilroy,USA,2019,CGY,7,28,214,https://assets.nhle.com/mugs/nhl/20252026/CGY/8481692.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481692.jpg
8482074,Connor,Zary,2001-09-25,True,C,L,72,183,178,81,Saskatoon,CAN,2020,CGY,1,24,24,https://assets.nhle.com/mugs/nhl/20252026/CGY/8482074.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482074.jpg
8482496,Nils,Aman,2000-02-07,True,C,L,74,188,179,81,Avesta,SWE,2020,COL,6,12,167,https://assets.nhle.com/mugs/nhl/20252026/VAN/8482496.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482496.jpg
8482624,Daniil,Miromanov,1997-07-11,True,D,R,76,193,207,94,Moscow,RUS,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/CGY/8482624.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482624.jpg
8482691,Aatu,Raty,2002-11-14,True,C,L,74,188,190,86,Oulu,FIN,2021,NYI,2,20,52,https://assets.nhle.com/mugs/nhl/20252026/VAN/8482691.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482691.jpg
8483609,Adam,Klapka,2000-09-14,True,R,R,80,203,235,107,Praha,CZE,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/CGY/8483609.png,https://assets.nhle.com/mugs/actionshots/1296x729/8483609.jpg
8483808,Andrei,Kuzmenko,1996-02-04,True,L,R,71,180,194,88,Yakutsk,RUS,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/LAK/8483808.png,https://assets.nhle.com/mugs/actionshots/1296x729/8483808.jpg
8484180,Samuel,Honzek,2004-11-12,True,L,L,76,193,186,84,Trencin,SVK,2023,CGY,1,16,16,https://assets.nhle.com/mugs/nhl/20252026/CGY/8484180.png,https://assets.nhle.com/mugs/actionshots/1296x729/8484180.jpg
8474565,Alex,Pietrangelo,1990-01-18,True,D,R,75,191,215,98,King City,CAN,2008,STL,1,4,4,https://assets.nhle.com/mugs/nhl/20252026/VGK/8474565.png,https://assets.nhle.com/mugs/actionshots/1296x729/8474565.jpg
8475177,Calvin,de Haan,1991-05-09,False,D,L,73,185,192,87,Carp,CAN,2009,NYI,1,12,12,https://assets.nhle.com/mugs/nhl/latest/8475177.png,https://assets.nhle.com/mugs/actionshots/1296x729/8475177.jpg
8475188,Brayden,McNabb,1991-01-21,True,D,L,76,193,215,98,Davidson,CAN,2009,BUF,3,5,66,https://assets.nhle.com/mugs/nhl/20252026/VGK/8475188.png,https://assets.nhle.com/mugs/actionshots/1296x729/8475188.jpg
8475913,Mark,Stone,1992-05-13,True,R,R,75,191,210,95,Winnipeg,CAN,2010,OTT,6,28,178,https://assets.nhle.com/mugs/nhl/20252026/VGK/8475913.png,https://assets.nhle.com/mugs/actionshots/1296x729/8475913.jpg
8476312,Josh,Manson,1991-10-07,True,D,R,75,191,218,99,Hinsdale,USA,2011,ANA,6,9,160,https://assets.nhle.com/mugs/nhl/20252026/COL/8476312.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476312.jpg
8476871,Tanner,Pearson,1992-08-10,True,L,L,73,185,207,94,Kitchener,CAN,2012,LAK,1,30,30,https://assets.nhle.com/mugs/nhl/20252026/WPG/8476871.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476871.jpg
8476881,Tomas,Hertl,1993-11-12,True,C,L,75,191,220,100,Praha,CZE,2012,SJS,1,17,17,https://assets.nhle.com/mugs/nhl/20252026/VGK/8476881.png,https://assets.nhle.com/mugs/actionshots/1296x729/8476881.jpg
8477425,Miles,Wood,1995-09-13,True,L,L,74,188,195,88,Buffalo,USA,2013,NJD,4,9,100,https://assets.nhle.com/mugs/nhl/20252026/CBJ/8477425.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477425.jpg
8477447,Shea,Theodore,1995-08-03,True,D,L,74,188,197,89,Aldergrove,CAN,2013,ANA,1,26,26,https://assets.nhle.com/mugs/nhl/20252026/VGK/8477447.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477447.jpg
8477492,Nathan,MacKinnon,1995-09-01,True,C,R,72,183,200,91,Halifax,CAN,2013,COL,1,1,1,https://assets.nhle.com/mugs/nhl/20252026/COL/8477492.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477492.jpg
8477494,Jonathan,Drouin,1995-03-28,True,L,L,71,180,198,90,Ste-Agathe,CAN,2013,TBL,1,3,3,https://assets.nhle.com/mugs/nhl/20252026/NYI/8477494.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477494.jpg
8477964,Ivan,Barbashev,1995-12-14,True,C,L,72,183,203,92,Moscow,RUS,2014,STL,2,3,33,https://assets.nhle.com/mugs/nhl/20252026/VGK/8477964.png,https://assets.nhle.com/mugs/actionshots/1296x729/8477964.jpg
8478038,Devon,Toews,1994-02-21,True,D,L,73,185,191,87,Abbotsford,CAN,2014,NYI,4,18,108,https://assets.nhle.com/mugs/nhl/20252026/COL/8478038.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478038.jpg
8478109,Victor,Olofsson,1995-07-18,True,R,L,71,180,180,82,Ornskoldsvik,SWE,2014,BUF,7,1,181,https://assets.nhle.com/mugs/nhl/20252026/COL/8478109.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478109.jpg
8478396,Noah,Hanifin,1997-01-25,True,D,L,75,191,206,93,Boston,USA,2015,CAR,1,5,5,https://assets.nhle.com/mugs/nhl/20252026/VGK/8478396.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478396.jpg
8478403,Jack,Eichel,1996-10-28,True,C,R,74,188,206,93,North Chelmsford,USA,2015,BUF,1,2,2,https://assets.nhle.com/mugs/nhl/20252026/VGK/8478403.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478403.jpg
8478420,Mikko,Rantanen,1996-10-29,True,R,L,76,193,215,98,Nousiainen,FIN,2015,COL,1,10,10,https://assets.nhle.com/mugs/nhl/20252026/DAL/8478420.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478420.jpg
8478434,Keegan,Kolesar,1997-04-08,True,R,R,74,188,216,98,Brandon,CAN,2015,CBJ,3,8,69,https://assets.nhle.com/mugs/nhl/20252026/VGK/8478434.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478434.jpg
8478462,Nicolas,Roy,1997-02-05,True,C,R,76,193,201,91,Amos,CAN,2015,CAR,4,5,96,https://assets.nhle.com/mugs/nhl/20252026/TOR/8478462.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478462.jpg
8478492,Ilya,Samsonov,1997-02-22,False,G,L,75,191,208,94,Magnitogorsk,RUS,2015,WSH,1,22,22,https://assets.nhle.com/mugs/nhl/latest/8478492.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478492.jpg
8478499,Adin,Hill,1996-05-11,True,G,L,76,193,215,98,Comox,CAN,2015,ARI,3,15,76,https://assets.nhle.com/mugs/nhl/20252026/VGK/8478499.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478499.jpg
8479353,Brett,Howden,1998-03-29,True,C,L,74,188,201,91,Calgary,CAN,2016,TBL,1,27,27,https://assets.nhle.com/mugs/nhl/20252026/VGK/8479353.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479353.jpg
8479398,Samuel,Girard,1998-05-12,True,D,L,70,178,170,77,Roberval,CAN,2016,NSH,2,17,47,https://assets.nhle.com/mugs/nhl/20252026/COL/8479398.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479398.jpg
8479525,Ross,Colton,1996-09-11,True,C,L,72,183,194,88,Robbinsville,USA,2016,TBL,4,27,118,https://assets.nhle.com/mugs/nhl/20252026/COL/8479525.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479525.jpg
8479980,Nicolas,Hague,1998-12-05,True,D,L,78,198,245,111,Kitchener,CAN,2017,VGK,2,3,34,https://assets.nhle.com/mugs/nhl/20252026/NSH/8479980.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479980.jpg
8479999,Casey,Mittelstadt,1998-11-22,True,C,L,73,185,195,88,Eden Prairie,USA,2017,BUF,1,8,8,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479999.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479999.jpg
8480069,Cale,Makar,1998-10-30,True,D,R,72,183,187,85,Calgary,CAN,2017,COL,1,4,4,https://assets.nhle.com/mugs/nhl/20252026/COL/8480069.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480069.jpg
8480382,Alexandar,Georgiev,1996-02-10,False,G,L,73,185,178,81,Ruse,BUL,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/latest/8480382.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480382.jpg
8480448,Parker,Kelly,1999-05-14,True,C,L,73,185,185,84,Camrose,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/COL/8480448.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480448.jpg
8480727,Zach,Whitecloud,1996-11-28,True,D,R,74,188,210,95,Brandon,CAN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/VGK/8480727.png,https://assets.nhle.com/mugs/actionshots/1296x729/8480727.jpg
8481020,Justus,Annunen,2000-03-11,True,G,L,76,193,210,95,Kempele,FIN,2018,COL,3,2,64,https://assets.nhle.com/mugs/nhl/20252026/NSH/8481020.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481020.jpg
8481042,Nikolai,Kovalenko,1999-10-17,False,R,L,70,178,180,82,Raleigh,USA,2018,COL,6,16,171,https://assets.nhle.com/mugs/nhl/latest/8481042.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481042.jpg
8481186,Logan,O'Connor,1996-08-14,True,R,R,72,183,175,79,Missouri City,USA,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/COL/8481186.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481186.jpg
8481604,Pavel,Dorofeyev,2000-10-26,True,L,L,73,185,194,88,Nizhny Tagil,RUS,2019,VGK,3,17,79,https://assets.nhle.com/mugs/nhl/20252026/VGK/8481604.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481604.jpg
8481641,Joel,Kiviranta,1996-03-23,True,L,L,71,180,185,84,Vantaa,FIN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/COL/8481641.png,https://assets.nhle.com/mugs/actionshots/1296x729/8481641.jpg
8482125,Alexander,Holtz,2002-01-23,True,R,R,72,183,198,90,Stockholm,SWE,2020,NJD,1,7,7,https://assets.nhle.com/mugs/nhl/20252026/VGK/8482125.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482125.jpg
8482153,Brendan,Brisson,2001-10-22,True,C,L,72,183,198,90,Los Angeles,USA,2020,VGK,1,29,29,https://assets.nhle.com/mugs/nhl/20252026/NYR/8482153.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482153.jpg
8483930,Ivan,Ivan,2002-08-20,True,C,L,72,183,190,86,Ostrava,CZE,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/COL/8483930.png,https://assets.nhle.com/mugs/actionshots/1296x729/8483930.jpg
8484221,Calum,Ritchie,2005-01-21,True,C,R,74,188,185,84,Oakville,CAN,2023,COL,1,27,27,https://assets.nhle.com/mugs/nhl/20252026/NYI/8484221.png,https://assets.nhle.com/mugs/actionshots/1296x729/8484221.jpg
8484258,Sam,Malinski,1998-07-27,True,D,R,71,180,190,86,Lakeville,USA,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/nhl/20252026/COL/8484258.png,https://assets.nhle.com/mugs/actionshots/1296x729/8484258.jpg
8478450,Parker,Wotherspoon,1997-08-24,True,D,L,73,185,192,87,Surrey,CAN,2015,NYI,4,21,112,https://assets.nhle.com/mugs/nhl/20252026/PIT/8478450.png,https://assets.nhle.com/mugs/actionshots/1296x729/8478450.jpg
8479362,Riley,Tufte,1998-04-10,True,L,L,78,198,230,104,Coon Rapids,USA,2016,DAL,1,25,25,https://assets.nhle.com/mugs/nhl/20252026/BOS/8479362.png,https://assets.nhle.com/mugs/actionshots/1296x729/8479362.jpg
8482775,Oliver,Kapanen,2003-07-29,True,C,R,74,188,194,88,Timra,SWE,2021,MTL,2,32,64,https://assets.nhle.com/mugs/nhl/20252026/MTL/8482775.png,https://assets.nhle.com/mugs/actionshots/1296x729/8482775.jpg
8471685,Anze,Kopitar,1987-08-24,True,C,L,75,191,225,102,Jesenice,SLO,2005,LAK,1,11,11,https://assets.nhle.com/mugs/nhl/20252026/LAK/8471685.png,https://assets.nhle.com/mugs/actionshots/1296x729/8471685.jpg
