game_num,game_date,venue,venue_location,a_team_id,h_team_id,a_team_code,h_team_code,a_goals,h_goals,a_sog,h_sog,a_fo_win_perc,h_fo_win_perc,a_ppg,h_ppg,a_pp_perc,h_pp_perc,a_pim,h_pim,a_hits,h_hits,a_blocked_shots,h_blocked_shots,a_giveaways,h_giveaways,a_takeaways,h_takeaways
2024020160,2024-10-30,Crypto.com Arena,Los Angeles,54,26,VGK,LAK,3,6,26,27,0.5,0.5,1,1,0.333333,1,9,13,21,27,7,10,16,8,11,6
2024020161,2024-10-31,Scotiabank Arena,Toronto,55,10,SEA,TOR,1,4,25,30,0.444444,0.555556,0,0,0,0,4,6,30,34,22,15,18,22,5,6
2024020162,2024-10-31,Wells Fargo Center,Philadelphia,19,4,STL,PHI,1,2,21,21,0.465116,0.534884,0,0,0,0,6,4,24,10,14,24,8,10,4,8
2024020163,2024-10-31,PPG Paints Arena,Pittsburgh,24,5,ANA,PIT,1,2,23,45,0.45614,0.54386,0,0,0,0,6,4,27,17,26,13,23,11,7,2
2024020164,2024-10-31,Capital One Arena,Washington,8,15,MTL,WSH,3,6,15,34,0.610169,0.389831,1,1,0.166667,0.2,15,17,23,22,24,22,24,14,3,3
2024020165,2024-10-31,Lenovo Center,Raleigh,6,12,BOS,CAR,2,8,15,37,0.561644,0.438356,1,3,0.2,0.6,10,10,32,12,13,7,13,21,6,11
2024020166,2024-10-31,Bridgestone Arena,Nashville,22,18,EDM,NSH,5,1,29,27,0.54,0.46,0,1,0,0.333333,16,12,20,30,19,11,10,9,7,5
2024020167,2024-10-31,SAP Center at San Jose,San Jose,16,28,CHI,SJS,2,3,29,29,0.390244,0.609756,0,1,0,1,2,6,13,20,9,26,13,13,7,7
2024020168,2024-11-01,Nokia Arena,Tampere,13,25,FLA,DAL,6,4,28,36,0.530303,0.469697,1,0,0.5,0,8,6,17,21,12,18,14,19,8,7
2024020169,2024-11-01,KeyBank Center,Buffalo,2,7,NYI,BUF,4,3,36,35,0.54386,0.45614,1,1,0.25,0.25,15,15,18,18,23,9,12,9,3,4
2024020170,2024-11-01,Madison Square Garden,New York,9,3,OTT,NYR,1,2,41,18,0.457627,0.542373,0,1,0,0.5,4,10,28,28,8,23,22,24,5,3
2024020171,2024-11-01,Nationwide Arena,Columbus,52,29,WPG,CBJ,6,2,44,22,0.482759,0.517241,1,1,0.5,0.5,4,4,17,20,11,13,12,17,8,5
2024020172,2024-11-01,Xcel Energy Center,St. Paul,14,30,TBL,MIN,3,5,30,22,0.537037,0.462963,2,0,0.5,0,9,13,11,22,10,18,7,14,3,5
2024020173,2024-11-01,Scotiabank Saddledome,Calgary,1,20,NJD,CGY,0,3,22,32,0.484848,0.515152,0,0,0,0,25,13,22,30,15,18,19,14,5,5
2024020174,2024-11-02,Nokia Arena,Tampere,25,13,DAL,FLA,2,4,25,25,0.537037,0.462963,1,1,0.25,0.25,15,15,26,22,6,16,32,16,5,8
2024020175,2024-11-02,Wells Fargo Center,Philadelphia,6,4,BOS,PHI,3,0,31,20,0.533333,0.466667,0,0,0,0,14,12,22,30,18,19,11,15,6,5
2024020176,2024-11-02,Crypto.com Arena,Los Angeles,16,26,CHI,LAK,4,3,21,40,0.345455,0.654545,0,1,0,0.333333,11,9,25,24,17,13,12,13,3,6
2024020177,2024-11-02,Capital One Arena,Washington,29,15,CBJ,WSH,2,7,36,22,0.603175,0.396825,0,0,0,0,2,6,17,14,10,30,14,21,10,4
2024020178,2024-11-02,Canadian Tire Centre,Ottawa,55,9,SEA,OTT,0,3,22,23,0.446809,0.553191,0,0,0,0,6,8,14,25,15,14,16,11,5,2
2024020179,2024-11-02,Little Caesars Arena,Detroit,7,17,BUF,DET,1,2,32,23,0.396552,0.603448,0,2,0,0.5,8,4,17,11,18,16,13,15,5,4
2024020180,2024-11-02,PPG Paints Arena,Pittsburgh,8,5,MTL,PIT,1,3,26,24,0.428571,0.571429,0,1,0,0.5,13,11,28,19,24,19,20,15,4,5
2024020181,2024-11-02,Enterprise Center,St. Louis,10,19,TOR,STL,2,4,37,24,0.653061,0.346939,0,0,0,0,20,20,18,17,13,17,11,14,7,3
2024020182,2024-11-02,Bridgestone Arena,Nashville,21,18,COL,NSH,2,5,31,26,0.492063,0.507937,1,2,0.25,1,6,8,26,23,15,25,23,16,11,4
2024020183,2024-11-02,T-Mobile Arena,Paradise,59,54,UTA,VGK,3,4,19,35,0.529412,0.470588,0,0,0,0,7,5,21,22,9,14,13,13,8,10
2024020184,2024-11-02,SAP Center at San Jose,San Jose,23,28,VAN,SJS,3,2,28,23,0.487179,0.512821,0,0,0,0,4,4,24,21,13,22,25,17,5,6
2024020185,2024-11-03,Madison Square Garden,New York,2,3,NYI,NYR,2,5,37,40,0.57377,0.42623,0,1,0,0.333333,6,10,17,19,10,18,23,14,12,11
2024020186,2024-11-03,Canada Life Centre,Winnipeg,14,52,TBL,WPG,4,7,30,34,0.541667,0.458333,1,1,0.5,0.333333,31,19,16,31,5,13,8,7,6,5
2024020187,2024-11-03,TD Garden,Boston,55,6,SEA,BOS,0,2,23,33,0.366667,0.633333,0,1,0,0.2,15,11,18,15,15,27,19,16,4,5
2024020188,2024-11-03,Lenovo Center,Raleigh,15,12,WSH,CAR,2,4,21,45,0.5,0.5,1,0,0.25,0,6,8,20,10,16,11,15,15,2,7
2024020189,2024-11-03,Xcel Energy Center,St. Paul,10,30,TOR,MIN,1,2,28,33,0.510638,0.489362,1,0,0.5,0,8,6,30,22,24,8,10,15,2,7
2024020190,2024-11-03,Scotiabank Saddledome,Calgary,22,20,EDM,CGY,4,2,31,31,0.467742,0.532258,1,1,0.333333,0.5,6,8,19,13,25,15,10,23,2,4
2024020191,2024-11-03,Honda Center,Anaheim,16,24,CHI,ANA,4,2,29,40,0.490566,0.509434,2,1,1,0.2,25,9,9,19,26,7,12,16,6,6
2024020192,2024-11-04,Bridgestone Arena,Nashville,26,18,LAK,NSH,3,0,27,16,0.545455,0.454545,0,0,0,0,18,20,12,21,12,14,10,11,8,3
2024020193,2024-11-04,Rogers Place,Edmonton,1,22,NJD,EDM,3,0,16,31,0.510638,0.489362,1,0,1,0,4,4,23,5,14,9,12,19,5,7
2024020194,2024-11-05,KeyBank Center,Buffalo,9,7,OTT,BUF,1,5,38,34,0.564516,0.435484,0,2,0,0.5,23,21,35,37,11,11,7,12,2,3
2024020195,2024-11-05,Scotiabank Arena,Toronto,6,10,BOS,TOR,0,4,29,27,0.451613,0.548387,0,3,0,0.428571,16,14,32,19,10,12,14,9,5,4
2024020196,2024-11-05,Centre Bell,Montreal,20,8,CGY,MTL,3,2,35,24,0.426471,0.573529,0,1,0,0.333333,6,2,29,25,13,22,11,21,7,6
2024020197,2024-11-05,Lenovo Center,Raleigh,4,12,PHI,CAR,4,6,16,35,0.589286,0.410714,1,0,0.333333,0,4,6,18,13,20,9,14,5,12,4
2024020198,2024-11-05,UBS Arena,Elmont,5,2,PIT,NYI,3,4,35,26,0.491803,0.508197,1,1,0.25,0.25,8,8,23,21,10,14,16,11,10,6
2024020199,2024-11-05,Enterprise Center,St. Louis,14,19,TBL,STL,2,3,23,23,0.52381,0.47619,0,0,0,0,2,6,12,24,11,18,8,18,6,7
2024020200,2024-11-05,Xcel Energy Center,St. Paul,26,30,LAK,MIN,5,1,28,24,0.52381,0.47619,1,0,1,0,10,4,25,11,13,9,9,13,4,7
2024020201,2024-11-05,Canada Life Centre,Winnipeg,59,52,UTA,WPG,0,3,21,28,0.45614,0.54386,0,1,0,0.5,4,8,19,24,5,18,24,18,3,6
2024020202,2024-11-05,Ball Arena,Denver,55,21,SEA,COL,3,6,20,32,0.541667,0.458333,1,3,0.333333,0.6,20,6,22,20,21,22,17,18,5,2
2024020203,2024-11-05,Honda Center,Anaheim,23,24,VAN,ANA,5,1,37,22,0.539683,0.460317,1,1,0.2,0.25,8,10,17,16,7,19,7,13,8,3
2024020204,2024-11-05,SAP Center at San Jose,San Jose,29,28,CBJ,SJS,1,2,50,27,0.517857,0.482143,0,0,0,0,10,8,17,23,11,16,12,8,8,3
2024020205,2024-11-06,Capital One Arena,Washington,18,15,NSH,WSH,2,3,35,36,0.52381,0.47619,0,0,0,0,12,4,34,34,20,19,12,19,7,6
2024020206,2024-11-06,United Center,Chicago,17,16,DET,CHI,4,1,25,29,0.471698,0.528302,0,0,0,0,4,4,7,22,15,15,18,18,7,5
2024020207,2024-11-06,Rogers Place,Edmonton,54,22,VGK,EDM,4,2,35,29,0.491228,0.508772,1,0,0.5,0,2,4,16,29,14,8,3,9,1,8
2024020208,2024-11-07,TD Garden,Boston,20,6,CGY,BOS,3,4,37,38,0.467742,0.532258,1,0,0.333333,0,8,10,12,22,17,12,23,21,7,10
2024020209,2024-11-07,Canadian Tire Centre,Ottawa,2,9,NYI,OTT,4,2,25,30,0.509091,0.490909,0,1,0,0.333333,8,6,20,31,22,15,17,21,4,13
2024020210,2024-11-07,Amalie Arena,Tampa,4,14,PHI,TBL,2,1,31,23,0.512195,0.487805,0,0,0,0,4,4,23,14,16,13,20,29,10,4
2024020211,2024-11-07,Amerant Bank Arena,Sunrise,18,13,NSH,FLA,2,6,18,34,0.59375,0.40625,1,2,0.2,0.285714,22,18,39,21,13,10,12,17,2,1
2024020212,2024-11-07,Prudential Center,Newark,8,1,MTL,NJD,3,5,24,27,0.470588,0.529412,0,0,0,0,6,4,25,22,13,14,11,11,3,3
2024020213,2024-11-07,Madison Square Garden,New York,7,3,BUF,NYR,6,1,22,26,0.518519,0.481481,1,0,0.25,0,8,8,17,34,21,10,21,10,5,5
2024020214,2024-11-07,Lenovo Center,Raleigh,5,12,PIT,CAR,1,5,36,18,0.473684,0.526316,0,0,0,0,2,8,28,11,12,18,8,10,7,7
2024020215,2024-11-07,Enterprise Center,St. Louis,59,19,UTA,STL,4,2,31,15,0.596774,0.403226,0,0,0,0,24,21,21,30,17,18,16,15,5,3
2024020216,2024-11-07,American Airlines Center,Dallas,16,25,CHI,DAL,1,3,26,40,0.285714,0.714286,1,0,0.333333,0,6,6,39,15,22,11,16,17,6,3
2024020217,2024-11-07,Canada Life Centre,Winnipeg,21,52,COL,WPG,0,1,35,28,0.440678,0.559322,0,0,0,0,4,2,18,10,15,15,14,12,9,5
2024020218,2024-11-07,Crypto.com Arena,Los Angeles,23,26,VAN,LAK,4,2,23,28,0.510204,0.489796,1,0,0.333333,0,12,21,33,26,18,21,11,15,4,3
2024020219,2024-11-07,SAP Center at San Jose,San Jose,30,28,MIN,SJS,5,2,31,26,0.375,0.625,1,0,0.333333,0,6,6,16,20,9,17,13,18,5,5
2024020220,2024-11-08,Scotiabank Arena,Toronto,17,10,DET,TOR,1,3,22,20,0.568627,0.431373,1,2,0.333333,1,4,6,14,23,18,20,15,18,6,2
2024020221,2024-11-08,Capital One Arena,Washington,5,15,PIT,WSH,4,2,32,34,0.491525,0.508475,0,0,0,0,6,4,19,20,18,16,21,10,10,1
2024020222,2024-11-08,Honda Center,Anaheim,30,24,MIN,ANA,5,2,31,35,0.583333,0.416667,1,0,0.5,0,16,10,9,21,21,18,20,12,5,2
2024020223,2024-11-08,Climate Pledge Arena,Seattle,54,55,VGK,SEA,3,4,24,32,0.481481,0.518519,1,0,0.25,0,2,8,26,31,10,16,11,7,7,10
2024020224,2024-11-09,KeyBank Center,Buffalo,20,7,CGY,BUF,2,3,26,19,0.4,0.6,0,1,0,0.5,6,8,20,18,15,19,12,13,3,8
2024020225,2024-11-09,Amerant Bank Arena,Sunrise,4,13,PHI,FLA,3,4,37,31,0.442623,0.557377,0,0,0,0,6,6,23,16,16,7,10,15,6,3
2024020226,2024-11-09,TD Garden,Boston,9,6,OTT,BOS,3,2,34,16,0.529412,0.470588,1,0,0.333333,0,4,6,35,42,13,16,15,21,6,3
2024020227,2024-11-09,Scotiabank Arena,Toronto,8,10,MTL,TOR,1,4,21,27,0.435484,0.564516,1,2,0.5,0.5,10,6,20,24,7,21,12,12,6,4
2024020228,2024-11-09,Little Caesars Arena,Detroit,3,17,NYR,DET,4,0,24,37,0.448276,0.551724,1,0,0.5,0,4,4,25,5,22,14,20,20,2,3
2024020229,2024-11-09,Enterprise Center,St. Louis,15,19,WSH,STL,8,1,27,25,0.461538,0.538462,2,0,1,0,8,6,18,25,18,7,22,21,1,3
2024020230,2024-11-09,Canada Life Centre,Winnipeg,25,52,DAL,WPG,1,4,33,25,0.538462,0.461538,0,2,0,0.4,27,15,18,18,9,17,15,13,5,6
2024020231,2024-11-09,UBS Arena,Elmont,1,2,NJD,NYI,4,3,33,22,0.444444,0.555556,1,0,0.5,0,0,4,24,34,10,13,11,16,14,8
2024020232,2024-11-09,Bridgestone Arena,Nashville,59,18,UTA,NSH,0,4,27,21,0.4375,0.5625,0,2,0,0.5,13,9,18,35,9,12,17,10,7,7
2024020233,2024-11-09,Ball Arena,Denver,12,21,CAR,COL,4,6,31,29,0.597015,0.402985,1,1,0.25,0.2,10,8,16,7,13,10,8,9,1,9
2024020234,2024-11-09,Crypto.com Arena,Los Angeles,29,26,CBJ,LAK,2,5,26,23,0.431034,0.568966,1,1,0.333333,0.25,13,11,16,8,12,22,10,14,4,5
2024020235,2024-11-09,Rogers Arena,Vancouver,22,23,EDM,VAN,7,3,31,20,0.466667,0.533333,1,1,0.333333,0.5,4,6,10,34,8,11,19,13,3,4
2024020236,2024-11-10,Prudential Center,Newark,28,1,SJS,NJD,1,0,27,44,0.411765,0.588235,0,0,0,0,4,6,19,18,25,14,14,17,3,4
2024020237,2024-11-10,United Center,Chicago,30,16,MIN,CHI,1,2,33,22,0.481481,0.518519,0,0,0,0,6,6,25,16,9,13,14,8,5,5
2024020238,2024-11-10,Honda Center,Anaheim,29,24,CBJ,ANA,2,4,40,30,0.566667,0.433333,1,0,0.5,0,4,4,18,20,16,21,8,18,8,4
2024020239,2024-11-11,KeyBank Center,Buffalo,8,7,MTL,BUF,7,5,23,18,0.393939,0.606061,2,1,0.333333,0.25,10,14,16,23,14,13,13,12,6,3
2024020240,2024-11-11,Wells Fargo Center,Philadelphia,28,4,SJS,PHI,3,4,31,43,0.5,0.5,0,1,0,0.333333,16,16,21,23,19,10,15,14,2,12
2024020241,2024-11-11,PPG Paints Arena,Pittsburgh,25,5,DAL,PIT,7,1,40,21,0.509804,0.490196,2,0,0.5,0,2,8,12,16,8,16,12,15,5,4
2024020242,2024-11-11,Scotiabank Saddledome,Calgary,26,20,LAK,CGY,1,3,29,28,0.456522,0.543478,0,0,0,0,11,9,25,23,18,36,18,15,4,5
2024020243,2024-11-11,Ball Arena,Denver,18,21,NSH,COL,2,3,30,32,0.553571,0.446429,0,0,0,0,4,4,23,18,21,21,19,16,2,5
2024020244,2024-11-11,T-Mobile Arena,Paradise,12,54,CAR,VGK,5,2,34,32,0.597015,0.402985,0,1,0,0.333333,6,8,13,27,17,14,12,17,5,4
2024020245,2024-11-12,Scotiabank Arena,Toronto,9,10,OTT,TOR,3,0,41,27,0.462687,0.537313,0,0,0,0,10,8,25,25,16,14,11,20,4,6
2024020246,2024-11-12,Amerant Bank Arena,Sunrise,1,13,NJD,FLA,4,1,24,35,0.396552,0.603448,0,1,0,0.333333,15,11,25,36,21,9,18,15,4,4
2024020247,2024-11-12,Madison Square Garden,New York,52,3,WPG,NYR,6,3,33,36,0.352941,0.647059,1,1,0.5,0.25,8,4,13,21,12,12,23,16,3,5
2024020248,2024-11-12,Enterprise Center,St. Louis,6,19,BOS,STL,3,2,30,22,0.541667,0.458333,0,2,0,0.666667,6,8,29,17,10,10,18,15,4,6
2024020249,2024-11-12,Rogers Place,Edmonton,2,22,NYI,EDM,3,4,22,42,0.466667,0.533333,0,1,0,0.5,4,4,15,7,18,14,19,14,4,10
2024020250,2024-11-12,Rogers Arena,Vancouver,20,23,CGY,VAN,1,3,29,32,0.409836,0.590164,0,1,0,0.333333,6,4,13,19,7,16,19,32,3,4
2024020251,2024-11-12,Climate Pledge Arena,Seattle,29,55,CBJ,SEA,2,5,40,33,0.545455,0.454545,0,1,0,0.333333,6,2,25,14,13,16,15,18,2,4
2024020252,2024-11-13,PPG Paints Arena,Pittsburgh,17,5,DET,PIT,3,2,31,33,0.545455,0.454545,1,0,0.5,0,4,4,15,18,24,17,20,20,9,5
2024020253,2024-11-13,Capital One Arena,Washington,10,15,TOR,WSH,4,3,34,27,0.462963,0.537037,1,0,0.5,0,2,4,13,21,12,15,10,17,5,3
2024020254,2024-11-13,Delta Center,Salt Lake City,12,59,CAR,UTA,1,4,50,21,0.589041,0.410959,1,0,0.166667,0,2,25,12,11,14,26,19,15,7,5
2024020255,2024-11-13,Ball Arena,Denver,26,21,LAK,COL,2,4,15,26,0.672414,0.327586,0,0,0,0,6,2,24,20,18,15,11,12,4,4
2024020256,2024-11-13,Honda Center,Anaheim,54,24,VGK,ANA,3,2,39,24,0.588235,0.411765,1,0,0.333333,0,6,6,19,20,17,16,18,21,3,1
2024020257,2024-11-14,KeyBank Center,Buffalo,19,7,STL,BUF,3,4,27,33,0.639344,0.360656,0,1,0,0.333333,6,2,28,26,19,10,12,7,5,10
2024020258,2024-11-14,Canadian Tire Centre,Ottawa,4,9,PHI,OTT,5,4,19,37,0.385965,0.614035,0,2,0,0.333333,12,4,20,23,30,14,18,6,8,9
2024020259,2024-11-14,Amalie Arena,Tampa,52,14,WPG,TBL,1,4,24,29,0.431034,0.568966,0,1,0,0.333333,6,10,25,16,10,19,23,12,9,6
2024020260,2024-11-14,Amerant Bank Arena,Sunrise,1,13,NJD,FLA,6,2,29,27,0.611111,0.388889,3,0,0.6,0,17,17,29,45,13,10,16,15,4,8
2024020261,2024-11-14,Madison Square Garden,New York,28,3,SJS,NYR,2,3,27,35,0.5,0.5,1,0,0.333333,0,4,6,31,34,14,14,21,7,4,10
2024020262,2024-11-14,American Airlines Center,Dallas,6,25,BOS,DAL,2,7,25,38,0.571429,0.428571,0,0,0,0,19,9,25,6,9,9,21,10,7,10
2024020263,2024-11-14,Xcel Energy Center,St. Paul,8,30,MTL,MIN,0,3,19,28,0.54,0.46,0,1,0,0.333333,8,8,22,14,11,16,9,10,2,5
2024020264,2024-11-14,Rogers Place,Edmonton,18,22,NSH,EDM,2,3,22,34,0.526316,0.473684,0,0,0,0,8,4,19,15,7,12,21,19,5,4
2024020265,2024-11-14,Rogers Arena,Vancouver,2,23,NYI,VAN,5,2,32,26,0.592593,0.407407,1,0,0.2,0,7,15,14,26,16,14,14,16,6,6
2024020266,2024-11-14,Climate Pledge Arena,Seattle,16,55,CHI,SEA,1,3,19,26,0.482143,0.517857,0,1,0,0.333333,6,2,12,14,15,11,9,9,6,8
2024020267,2024-11-15,Nationwide Arena,Columbus,5,29,PIT,CBJ,2,6,23,39,0.474576,0.525424,1,1,0.25,0.2,10,8,18,26,20,25,14,17,5,3
2024020268,2024-11-15,Ball Arena,Denver,15,21,WSH,COL,5,2,20,19,0.507692,0.492308,1,0,0.5,0,2,4,18,15,18,14,16,14,3,2
2024020269,2024-11-15,Scotiabank Saddledome,Calgary,18,20,NSH,CGY,0,2,29,33,0.505882,0.494118,0,0,0,0,15,11,38,21,17,19,11,17,10,15
2024020270,2024-11-15,Delta Center,Salt Lake City,54,59,VGK,UTA,4,2,29,32,0.390625,0.609375,2,1,0.666667,0.25,23,11,30,12,25,8,11,14,7,3
2024020271,2024-11-15,Honda Center,Anaheim,17,24,DET,ANA,4,6,25,29,0.586207,0.413793,3,2,0.75,0.5,8,8,11,23,12,15,10,11,2,10
2024020272,2024-11-16,TD Garden,Boston,19,6,STL,BOS,3,2,31,18,0.440678,0.559322,0,0,0,0,4,6,27,18,11,9,18,15,4,3
2024020273,2024-11-16,Climate Pledge Arena,Seattle,2,55,NYI,SEA,2,3,24,27,0.578947,0.421053,0,0,0,0,8,2,9,16,16,8,11,7,3,4
2024020274,2024-11-16,Scotiabank Arena,Toronto,22,10,EDM,TOR,3,4,30,22,0.55814,0.44186,1,0,0.5,0,8,17,15,18,17,27,11,14,7,4
2024020275,2024-11-16,Centre Bell,Montreal,29,8,CBJ,MTL,1,5,26,30,0.5,0.5,0,1,0,0.25,13,13,18,21,12,17,18,7,5,4
2024020276,2024-11-16,Amalie Arena,Tampa,1,14,NJD,TBL,0,4,29,26,0.5,0.5,0,1,0,0.333333,6,8,23,15,11,19,12,15,4,8
2024020277,2024-11-16,Amerant Bank Arena,Sunrise,52,13,WPG,FLA,0,5,27,31,0.603448,0.396552,0,0,0,0,43,31,29,27,14,11,13,18,7,13
2024020278,2024-11-16,Wells Fargo Center,Philadelphia,7,4,BUF,PHI,2,5,25,32,0.493506,0.506494,1,1,0.25,0.2,12,10,13,14,12,25,18,17,5,2
2024020279,2024-11-16,PPG Paints Arena,Pittsburgh,28,5,SJS,PIT,3,4,29,36,0.434783,0.565217,1,0,0.25,0,2,8,22,20,26,16,11,11,4,3
2024020280,2024-11-16,Lenovo Center,Raleigh,9,12,OTT,CAR,0,4,24,28,0.517857,0.482143,0,2,0,0.4,10,8,28,19,16,6,16,15,5,7
2024020281,2024-11-16,Xcel Energy Center,St. Paul,25,30,DAL,MIN,2,1,40,23,0.571429,0.428571,0,0,0,0,14,12,14,29,17,14,16,19,8,5
2024020282,2024-11-16,Crypto.com Arena,Los Angeles,17,26,DET,LAK,1,4,18,41,0.441176,0.558824,0,0,0,0,2,0,22,26,11,31,24,19,4,2
2024020283,2024-11-16,Rogers Arena,Vancouver,16,23,CHI,VAN,1,4,29,33,0.372549,0.627451,0,1,0,0.333333,6,2,14,35,18,10,17,13,7,5
2024020284,2024-11-17,Lenovo Center,Raleigh,19,12,STL,CAR,1,4,30,24,0.365079,0.634921,0,1,0,0.333333,6,2,26,16,17,6,18,15,9,7
2024020285,2024-11-17,Rogers Arena,Vancouver,18,23,NSH,VAN,5,3,22,27,0.470588,0.529412,2,1,1,0.5,4,4,25,26,19,14,10,14,4,6
2024020286,2024-11-17,T-Mobile Arena,Paradise,15,54,WSH,VGK,5,2,25,42,0.478873,0.521127,1,0,1,0,2,2,18,26,18,16,13,29,7,5
2024020287,2024-11-17,Climate Pledge Arena,Seattle,3,55,NYR,SEA,2,0,23,24,0.55102,0.44898,0,0,0,0,2,0,41,19,21,17,19,14,4,7
2024020288,2024-11-18,TD Garden,Boston,29,6,CBJ,BOS,5,1,28,29,0.508475,0.491525,0,1,0,0.166667,19,11,22,13,21,10,16,19,1,7
2024020289,2024-11-18,Wells Fargo Center,Philadelphia,21,4,COL,PHI,3,2,29,26,0.416667,0.583333,1,0,0.25,0,10,12,14,21,12,26,15,13,5,6
2024020290,2024-11-18,Centre Bell,Montreal,22,8,EDM,MTL,0,3,30,25,0.564103,0.435897,0,0,0,0,6,8,13,19,15,15,14,9,3,6
2024020291,2024-11-18,American Airlines Center,Dallas,24,25,ANA,DAL,4,2,27,36,0.338235,0.661765,1,0,0.5,0,4,4,29,13,21,12,24,18,7,4
2024020292,2024-11-18,Delta Center,Salt Lake City,15,59,WSH,UTA,6,2,24,26,0.473684,0.526316,1,0,0.333333,0,21,13,14,10,20,6,14,19,6,9
2024020293,2024-11-18,SAP Center at San Jose,San Jose,17,28,DET,SJS,4,5,20,34,0.451613,0.548387,2,1,0.666667,0.25,8,6,13,22,11,12,16,18,5,7
2024020294,2024-11-19,Canadian Tire Centre,Ottawa,22,9,EDM,OTT,5,2,31,29,0.483333,0.516667,1,0,0.333333,0,11,13,17,35,19,13,11,12,5,4
2024020295,2024-11-19,PPG Paints Arena,Pittsburgh,14,5,TBL,PIT,3,2,35,19,0.591837,0.408163,0,1,0,0.5,4,6,11,15,11,22,16,23,4,2
2024020296,2024-11-19,Enterprise Center,St. Louis,30,19,MIN,STL,4,2,28,24,0.465517,0.534483,0,1,0,0.5,6,6,17,17,19,19,19,12,5,3
2024020297,2024-11-19,Canada Life Centre,Winnipeg,13,52,FLA,WPG,3,6,23,27,0.57377,0.42623,2,1,0.5,0.25,10,10,36,20,16,10,16,17,3,3
2024020298,2024-11-19,United Center,Chicago,24,16,ANA,CHI,3,2,24,20,0.472727,0.527273,0,0,0,0,2,4,27,13,14,15,12,9,3,13
2024020299,2024-11-19,Scotiabank Saddledome,Calgary,2,20,NYI,CGY,1,2,29,31,0.626866,0.373134,0,1,0,1,2,6,24,18,24,11,10,17,1,3
2024020300,2024-11-19,Rogers Arena,Vancouver,3,23,NYR,VAN,4,3,33,24,0.671642,0.328358,0,0,0,0,8,6,16,24,14,13,3,14,8,4
2024020301,2024-11-20,Scotiabank Arena,Toronto,54,10,VGK,TOR,0,3,31,26,0.5,0.5,0,1,0,0.5,10,12,29,27,14,25,11,13,6,4
2024020302,2024-11-20,Wells Fargo Center,Philadelphia,12,4,CAR,PHI,4,1,37,19,0.557692,0.442308,0,0,0,0,6,2,12,20,9,20,17,25,7,7
2024020303,2024-11-20,American Airlines Center,Dallas,28,25,SJS,DAL,2,5,23,31,0.453125,0.546875,0,0,0,0,8,6,28,20,18,15,16,18,3,6
2024020304,2024-11-20,Climate Pledge Arena,Seattle,18,55,NSH,SEA,0,3,24,37,0.55,0.45,0,0,0,0,8,6,21,13,13,28,19,15,1,9
2024020305,2024-11-20,Crypto.com Arena,Los Angeles,7,26,BUF,LAK,1,0,19,23,0.403509,0.596491,1,0,0.333333,0,10,6,19,19,18,14,19,17,3,8
2024020306,2024-11-21,TD Garden,Boston,59,6,UTA,BOS,0,1,22,31,0.465517,0.534483,0,1,0,0.142857,24,18,10,24,20,14,10,18,9,7
2024020307,2024-11-21,Canadian Tire Centre,Ottawa,54,9,VGK,OTT,3,2,32,40,0.435484,0.564516,0,1,0,0.333333,8,6,30,36,23,11,8,20,3,4
2024020308,2024-11-21,Little Caesars Arena,Detroit,2,17,NYI,DET,1,2,23,31,0.530612,0.469388,0,0,0,0,6,2,25,29,18,13,18,10,2,5
2024020309,2024-11-21,Prudential Center,Newark,12,1,CAR,NJD,2,4,22,21,0.52,0.48,1,2,0.5,0.666667,6,4,12,25,11,25,16,12,2,1
2024020310,2024-11-21,Capital One Arena,Washington,21,15,COL,WSH,2,1,27,29,0.344828,0.655172,1,0,0.333333,0,4,6,8,13,19,17,17,14,1,4
2024020311,2024-11-21,Nationwide Arena,Columbus,14,29,TBL,CBJ,6,7,30,43,0.571429,0.428571,2,1,1,1,2,4,21,28,32,20,10,17,3,5
2024020312,2024-11-21,Enterprise Center,St. Louis,28,19,SJS,STL,2,3,24,31,0.491228,0.508772,1,0,0.5,0,2,4,23,22,16,20,22,16,3,6
2024020313,2024-11-21,United Center,Chicago,13,16,FLA,CHI,1,3,33,20,0.568966,0.431034,0,1,0,1,2,4,18,19,8,19,11,20,8,5
2024020314,2024-11-21,Scotiabank Saddledome,Calgary,3,20,NYR,CGY,2,3,29,49,0.583333,0.416667,0,1,0,0.2,10,2,19,12,17,14,10,14,2,4
2024020315,2024-11-21,Rogers Place,Edmonton,30,22,MIN,EDM,5,3,26,31,0.428571,0.571429,0,0,0,0,9,7,25,18,26,13,15,19,3,2
2024020316,2024-11-22,PPG Paints Arena,Pittsburgh,52,5,WPG,PIT,4,1,30,18,0.507937,0.492063,1,1,0.333333,0.333333,11,11,11,29,14,14,18,14,5,6
2024020317,2024-11-22,Honda Center,Anaheim,7,24,BUF,ANA,3,2,32,24,0.659574,0.340426,0,0,0,0,11,11,17,25,10,19,9,11,3,5
2024020318,2024-11-23,Wells Fargo Center,Philadelphia,16,4,CHI,PHI,2,3,21,37,0.368421,0.631579,0,1,0,0.333333,6,2,18,24,20,18,6,12,6,5
2024020319,2024-11-23,Scotiabank Saddledome,Calgary,30,20,MIN,CGY,3,4,23,31,0.645833,0.354167,1,2,0.333333,1,6,8,13,16,16,18,10,10,4,5
