game_id,game_date,venue,venue_location,a_team_id,h_team_id,a_team_code,h_team_code,a_team_score,h_team_score,a_sog,h_sog,a_fo_win_perc,h_fo_win_perc,a_pp_perc,h_pp_perc,a_pim,h_pim,a_hits,h_hits,a_blocked_shots,h_blocked_shots,a_giveaways,h_giveaways,a_takeaways,h_takeaways,a_ppg,h_ppg,a_total_pp,h_total_pp
2025020148,2025-10-27,PPG Paints Arena,Pittsburgh,19,5,STL,PIT,3,6,28,26,0.553191,0.446809,0.0,0.0,2,8,17,9,11,20,15,31,2,4,0,0,3,0
2025020149,2025-10-27,Canadian Tire Centre,Ottawa,6,9,BOS,OTT,2,7,28,23,0.432836,0.567164,0.0,0.8,10,2,33,19,9,19,13,11,5,2,0,4,1,5
2025020150,2025-10-28,Xfinity Mobile Arena,Philadelphia,5,4,PIT,PHI,2,3,26,34,0.482143,0.517857,0.0,0.25,48,48,15,20,12,14,19,15,5,1,0,1,4,4
2025020151,2025-10-28,Scotiabank Arena,Toronto,20,10,CGY,TOR,3,4,29,37,0.5,0.5,0.0,0.25,8,6,20,18,10,15,30,16,3,8,0,1,3,4
2025020152,2025-10-28,KeyBank Center,Buffalo,29,7,CBJ,BUF,4,3,39,38,0.568966,0.431034,1.0,0.0,6,4,23,13,14,20,15,11,6,4,1,0,1,2
2025020153,2025-10-28,Amerant Bank Arena,Sunrise,24,13,ANA,FLA,3,2,17,33,0.391304,0.608696,0.2,0.0,13,15,19,30,17,22,16,16,4,2,1,0,5,4
2025020154,2025-10-28,TD Garden,Boston,2,6,NYI,BOS,2,5,35,22,0.44186,0.55814,0.0,0.5,8,10,13,20,13,14,10,18,5,6,0,2,5,4
2025020155,2025-10-28,Lenovo Center,Raleigh,54,12,VGK,CAR,6,3,35,24,0.485714,0.514286,0.25,1.0,4,10,22,17,16,17,21,19,5,8,1,1,4,1
2025020156,2025-10-28,Bridgestone Arena,Nashville,14,18,TBL,NSH,5,2,32,20,0.338983,0.661017,0.0,0.333333,10,12,16,24,15,5,10,15,3,6,0,1,4,3
2025020157,2025-10-28,Grand Casino Arena,St. Paul,52,30,WPG,MIN,4,3,21,35,0.527273,0.472727,0.0,0.25,13,7,24,28,17,10,13,14,4,6,0,1,1,4
2025020158,2025-10-28,Enterprise Center,St. Louis,17,19,DET,STL,5,2,20,22,0.6,0.4,0.5,0.0,9,9,14,31,14,11,19,13,3,3,1,0,2,2
2025020159,2025-10-28,American Airlines Center,Dallas,15,25,WSH,DAL,0,1,24,19,0.44898,0.55102,0.0,0.25,8,6,22,30,14,19,15,10,7,7,0,1,3,4
2025020160,2025-10-28,United Center,Chicago,9,16,OTT,CHI,3,7,24,26,0.5625,0.4375,0.0,1.0,16,22,32,34,17,15,9,14,3,10,0,1,4,1
2025020161,2025-10-28,Ball Arena,Denver,1,21,NJD,COL,4,8,30,42,0.486111,0.513889,0.0,0.666667,12,4,26,17,10,15,14,21,1,3,0,4,2,6
2025020162,2025-10-28,Rogers Place,Edmonton,68,22,UTA,EDM,3,6,23,24,0.423077,0.576923,0.0,0.0,2,4,17,19,14,13,12,16,6,6,0,0,2,1
2025020163,2025-10-28,Rogers Arena,Vancouver,3,23,NYR,VAN,2,0,25,23,0.553191,0.446809,0.0,0.0,11,13,18,19,11,10,9,6,4,6,0,0,3,3
2025020164,2025-10-28,Climate Pledge Arena,Seattle,8,55,MTL,SEA,4,3,21,21,0.612245,0.387755,1.0,0.25,10,6,18,22,15,9,15,15,4,5,2,1,2,4
2025020165,2025-10-28,SAP Center at San Jose,San Jose,26,28,LAK,SJS,4,3,14,40,0.522727,0.477273,0.0,0.0,10,2,14,17,23,12,14,9,3,6,0,0,1,5
2025020166,2025-10-29,Nationwide Arena,Columbus,10,29,TOR,CBJ,3,6,36,24,0.423729,0.576271,0.0,0.0,4,4,24,7,21,19,23,19,9,5,0,0,2,2
2025020167,2025-10-30,TD Garden,Boston,7,6,BUF,BOS,3,4,40,22,0.433333,0.566667,0.2,0.25,13,15,25,12,19,7,20,20,5,3,1,1,5,4
2025020168,2025-10-30,Canadian Tire Centre,Ottawa,20,9,CGY,OTT,3,4,29,38,0.342857,0.657143,0.5,0.0,10,10,17,16,7,21,19,23,4,8,2,0,4,4
2025020169,2025-10-30,Benchmark International Arena,Tampa,25,14,DAL,TBL,1,2,21,33,0.565217,0.434783,0.0,0.25,8,6,30,21,10,15,13,17,3,5,0,1,3,4
2025020170,2025-10-30,Xfinity Mobile Arena,Philadelphia,18,4,NSH,PHI,1,4,33,18,0.54902,0.45098,0.0,1.0,4,6,21,21,12,21,19,17,4,3,0,1,2,1
2025020171,2025-10-30,Lenovo Center,Raleigh,2,12,NYI,CAR,2,6,28,34,0.613333,0.386667,0.25,0.0,6,12,30,19,13,10,19,24,2,5,1,0,4,1
2025020172,2025-10-30,Enterprise Center,St. Louis,23,19,VAN,STL,4,3,18,39,0.519231,0.480769,0.333333,0.666667,6,6,21,17,16,14,14,11,5,5,1,2,3,3
2025020173,2025-10-30,Grand Casino Arena,St. Paul,5,30,PIT,MIN,4,1,34,27,0.627451,0.372549,1.0,0.0,8,2,23,23,15,9,12,19,5,4,1,0,1,4
2025020174,2025-10-30,Canada Life Centre,Winnipeg,16,52,CHI,WPG,3,6,24,32,0.433962,0.566038,0.0,0.333333,6,6,16,18,7,14,20,13,4,5,0,1,3,3
2025020175,2025-10-30,Rogers Place,Edmonton,3,22,NYR,EDM,4,3,35,36,0.529412,0.470588,0.0,0.333333,6,4,18,17,12,13,15,15,5,6,0,1,2,3
2025020176,2025-10-30,SAP Center at San Jose,San Jose,1,28,NJD,SJS,2,5,31,28,0.534483,0.465517,0.666667,0.0,4,6,30,16,11,27,16,17,6,1,2,0,3,2
2025020177,2025-10-30,Crypto.com Arena,Los Angeles,17,26,DET,LAK,4,3,27,39,0.483871,0.516129,0.666667,0.0,8,6,11,17,18,15,18,14,3,2,2,0,3,4
2025020178,2025-10-31,T-Mobile Arena,Paradise,21,54,COL,VGK,4,2,26,23,0.483871,0.516129,0.0,0.166667,12,4,16,14,22,10,18,15,6,3,0,1,2,6
2025020179,2025-10-31,Capital One Arena,Washington,2,15,NYI,WSH,3,1,23,23,0.627451,0.372549,0.0,0.0,8,10,12,14,16,13,22,24,4,4,0,0,5,4
2025020180,2025-10-31,Honda Center,Anaheim,17,24,DET,ANA,2,5,30,32,0.641509,0.358491,0.142857,0.2,10,16,16,21,10,12,22,22,3,1,1,1,7,5
2025020181,2025-11-01,TD Garden,Boston,12,6,CAR,BOS,1,2,29,22,0.534884,0.465116,0.0,0.0,2,2,21,26,11,21,14,9,6,2,0,0,1,1
2025020182,2025-11-01,Canada Life Centre,Winnipeg,5,52,PIT,WPG,2,5,30,34,0.541667,0.458333,0.5,0.0,8,4,18,29,14,14,13,14,6,5,1,0,2,3
2025020183,2025-11-01,Bridgestone Arena,Nashville,20,18,CGY,NSH,2,4,35,24,0.491228,0.508772,0.0,0.25,20,6,18,13,16,16,15,11,3,8,0,1,2,4
2025020184,2025-11-01,SAP Center at San Jose,San Jose,21,28,COL,SJS,2,3,38,23,0.492537,0.507463,0.0,0.0,6,4,13,16,14,10,18,18,2,6,0,0,2,3
2025020185,2025-11-01,Amerant Bank Arena,Sunrise,25,13,DAL,FLA,3,4,22,28,0.673913,0.326087,0.666667,0.0,2,6,21,26,22,9,13,21,7,3,2,0,3,1
2025020186,2025-11-01,KeyBank Center,Buffalo,15,7,WSH,BUF,3,4,34,24,0.519231,0.480769,0.0,0.0,25,17,17,22,13,13,15,16,4,3,0,0,4,3
2025020187,2025-11-01,Centre Bell,Montreal,9,8,OTT,MTL,3,4,17,27,0.576923,0.423077,0.0,0.333333,16,16,27,27,12,20,15,8,5,2,0,1,3,3
2025020188,2025-11-01,Xfinity Mobile Arena,Philadelphia,10,4,TOR,PHI,5,2,27,33,0.573529,0.426471,0.0,0.166667,12,6,20,17,20,11,15,17,0,1,0,1,3,6
2025020189,2025-11-01,Nationwide Arena,Columbus,19,29,STL,CBJ,2,3,39,35,0.553571,0.446429,0.0,0.333333,11,9,21,14,13,13,14,15,4,2,0,1,2,3
2025020190,2025-11-01,Grand Casino Arena,St. Paul,23,30,VAN,MIN,2,5,28,28,0.491228,0.508772,0.0,0.333333,18,18,22,26,12,15,14,11,2,1,0,1,3,3
2025020191,2025-11-01,Crypto.com Arena,Los Angeles,1,26,NJD,LAK,4,1,22,44,0.465517,0.534483,0.0,0.0,8,0,12,10,28,14,17,22,3,5,0,0,0,4
2025020192,2025-11-01,Rogers Place,Edmonton,16,22,CHI,EDM,2,3,29,30,0.444444,0.555556,1.0,0.666667,6,2,9,18,17,14,17,14,5,5,1,2,1,3
2025020193,2025-11-01,Climate Pledge Arena,Seattle,3,55,NYR,SEA,3,2,27,13,0.621212,0.378788,0.0,0.5,4,6,24,11,13,20,15,22,5,3,0,1,3,2
2025020194,2025-11-02,Delta Center,Salt Lake City,14,68,TBL,UTA,4,2,26,27,0.442623,0.557377,0.0,0.0,8,16,16,19,14,13,14,15,3,6,0,0,2,3
2025020195,2025-11-02,UBS Arena,Elmont,29,2,CBJ,NYI,2,3,22,39,0.319149,0.680851,0.0,0.5,4,8,26,10,13,10,19,19,4,6,0,1,4,2
2025020196,2025-11-02,Xfinity Mobile Arena,Philadelphia,20,4,CGY,PHI,2,1,21,18,0.526316,0.473684,0.0,0.0,2,4,25,21,18,17,20,17,7,5,0,0,2,1
2025020197,2025-11-02,Honda Center,Anaheim,1,24,NJD,ANA,1,4,33,29,0.520833,0.479167,0.0,0.0,4,2,15,18,19,18,13,20,4,6,0,0,1,2
2025020198,2025-11-02,SAP Center at San Jose,San Jose,17,28,DET,SJS,3,2,32,18,0.62963,0.37037,0.0,0.0,6,6,16,16,17,19,23,15,6,4,0,0,2,2
2025020199,2025-11-03,Scotiabank Arena,Toronto,5,10,PIT,TOR,3,4,37,20,0.410714,0.589286,0.333333,0.0,2,6,9,35,5,24,18,22,5,5,1,0,3,1
2025020200,2025-11-03,Enterprise Center,St. Louis,22,19,EDM,STL,2,3,26,22,0.588235,0.411765,1.0,0.5,4,2,17,13,12,21,16,19,5,8,1,1,1,2
2025020201,2025-11-03,Bridgestone Arena,Nashville,23,18,VAN,NSH,5,4,36,29,0.447761,0.552239,0.666667,0.5,8,6,22,19,22,7,21,18,5,5,2,2,3,4
2025020202,2025-11-03,Climate Pledge Arena,Seattle,16,55,CHI,SEA,1,3,30,24,0.578947,0.421053,0.0,0.5,4,6,12,20,11,19,21,20,2,4,0,1,3,2
2025020203,2025-11-04,KeyBank Center,Buffalo,68,7,UTA,BUF,2,1,35,18,0.6,0.4,0.0,0.0,4,4,15,20,9,21,15,11,4,4,0,0,2,2
2025020204,2025-11-04,Centre Bell,Montreal,4,8,PHI,MTL,5,4,42,20,0.344828,0.655172,0.333333,0.5,15,19,22,26,10,15,17,17,3,3,2,2,6,4
2025020205,2025-11-04,UBS Arena,Elmont,6,2,BOS,NYI,4,3,27,33,0.5,0.5,0.25,0.0,10,12,16,15,16,14,13,14,5,6,1,0,4,3
2025020206,2025-11-04,Madison Square Garden,New York,12,3,CAR,NYR,3,0,32,26,0.526316,0.473684,0.333333,0.0,6,6,13,22,16,14,16,8,6,10,1,0,3,3
2025020207,2025-11-04,American Airlines Center,Dallas,22,25,EDM,DAL,3,4,26,27,0.54386,0.45614,0.333333,0.25,8,6,18,18,18,8,13,14,10,2,1,1,3,4
2025020208,2025-11-04,Grand Casino Arena,St. Paul,18,30,NSH,MIN,2,3,34,24,0.54,0.46,0.0,0.666667,6,4,13,22,11,22,18,18,3,6,0,2,2,3
2025020209,2025-11-04,Ball Arena,Denver,14,21,TBL,COL,2,3,24,33,0.491803,0.508197,0.0,0.25,13,11,23,17,14,15,14,11,4,7,0,1,3,4
2025020210,2025-11-04,T-Mobile Arena,Paradise,17,54,DET,VGK,0,1,24,34,0.33871,0.66129,0.0,0.0,2,4,10,21,13,17,15,14,0,3,0,0,2,1
2025020211,2025-11-04,Honda Center,Anaheim,13,24,FLA,ANA,3,7,21,32,0.447761,0.552239,0.2,0.285714,16,25,27,13,17,8,18,13,4,6,1,2,5,7
2025020212,2025-11-04,Crypto.com Arena,Los Angeles,52,26,WPG,LAK,0,3,23,26,0.372549,0.627451,0.0,0.166667,12,10,16,13,15,10,10,13,5,3,0,1,5,6
2025020213,2025-11-05,Scotiabank Arena,Toronto,68,10,UTA,TOR,3,5,24,19,0.45098,0.54902,0.0,0.0,2,6,17,15,6,8,27,19,5,6,0,0,3,1
2025020214,2025-11-05,Capital One Arena,Washington,19,15,STL,WSH,1,6,24,32,0.434783,0.565217,0.0,0.333333,11,11,27,8,22,14,16,18,3,2,0,1,3,3
2025020215,2025-11-05,Scotiabank Saddledome,Calgary,29,20,CBJ,CGY,1,5,43,26,0.588235,0.411765,0.0,0.0,6,4,18,24,10,23,19,13,3,1,0,0,1,2
2025020216,2025-11-05,Rogers Arena,Vancouver,16,23,CHI,VAN,5,2,28,45,0.444444,0.555556,1.0,0.0,4,2,12,18,8,15,17,21,4,6,1,0,1,2
2025020217,2025-11-05,Climate Pledge Arena,Seattle,28,55,SJS,SEA,6,1,23,30,0.431818,0.568182,0.333333,0.0,12,6,18,16,20,10,11,13,5,4,1,0,3,6
2025020218,2025-11-06,TD Garden,Boston,9,6,OTT,BOS,2,3,22,25,0.490566,0.509434,0.0,0.0,8,8,30,25,18,13,10,12,7,8,0,0,2,3
2025020219,2025-11-06,KeyBank Center,Buffalo,19,7,STL,BUF,3,0,17,28,0.54386,0.45614,0.0,0.0,11,9,15,16,19,12,8,15,4,1,0,0,2,3
2025020220,2025-11-06,Prudential Center,Newark,8,1,MTL,NJD,3,4,19,28,0.568182,0.431818,0.0,0.0,10,4,14,19,21,13,16,16,6,2,0,0,2,5
2025020221,2025-11-06,PPG Paints Arena,Pittsburgh,15,5,WSH,PIT,3,5,30,31,0.516667,0.483333,0.0,0.6,10,6,27,10,15,16,17,18,6,5,0,3,3,5
2025020222,2025-11-06,Lenovo Center,Raleigh,30,12,MIN,CAR,3,4,24,27,0.470588,0.529412,0.333333,0.0,12,23,35,19,17,11,16,13,3,9,1,0,3,2
2025020223,2025-11-06,Bridgestone Arena,Nashville,4,18,PHI,NSH,3,1,26,24,0.481481,0.518519,0.0,0.0,10,6,24,22,17,12,20,22,4,5,0,0,1,3
2025020224,2025-11-06,American Airlines Center,Dallas,24,25,ANA,DAL,7,5,25,26,0.40678,0.59322,0.4,0.6,10,10,22,15,10,19,10,17,5,5,2,3,5,5
2025020225,2025-11-06,T-Mobile Arena,Paradise,14,54,TBL,VGK,6,3,27,32,0.407407,0.592593,0.5,0.0,6,8,11,13,16,17,8,13,9,2,2,0,4,3
2025020226,2025-11-06,Crypto.com Arena,Los Angeles,13,26,FLA,LAK,5,2,24,26,0.509434,0.490566,0.0,0.25,13,9,24,16,14,16,11,13,2,4,0,1,2,4
2025020227,2025-11-07,Little Caesars Arena,Detroit,3,17,NYR,DET,4,1,26,33,0.555556,0.444444,0.333333,0.0,13,11,27,24,20,14,6,17,4,3,1,0,3,4
2025020228,2025-11-07,UBS Arena,Elmont,30,2,MIN,NYI,5,2,26,27,0.451613,0.548387,0.0,0.0,4,2,16,15,11,15,13,22,6,2,0,0,1,2
2025020229,2025-11-07,Scotiabank Saddledome,Calgary,16,20,CHI,CGY,4,0,27,33,0.416667,0.583333,0.333333,0.0,21,21,18,29,10,13,17,15,10,5,1,0,3,3
2025020230,2025-11-07,SAP Center at San Jose,San Jose,52,28,WPG,SJS,1,2,33,28,0.625,0.375,0.0,0.0,8,4,20,16,28,11,12,8,6,1,0,0,2,4
2025020231,2025-11-08,Prudential Center,Newark,5,1,PIT,NJD,1,2,34,24,0.418182,0.581818,0.0,0.0,9,7,19,22,14,22,13,11,3,6,0,0,1,2
2025020232,2025-11-08,Xfinity Mobile Arena,Philadelphia,9,4,OTT,PHI,3,2,14,22,0.54717,0.45283,0.0,0.0,8,8,18,26,17,10,16,13,5,8,0,0,2,2
2025020233,2025-11-08,Bridgestone Arena,Nashville,25,18,DAL,NSH,5,4,22,21,0.45614,0.54386,0.2,0.25,8,10,15,23,12,6,10,20,3,3,1,1,5,4
2025020234,2025-11-08,Scotiabank Arena,Toronto,6,10,BOS,TOR,5,3,39,33,0.515625,0.484375,1.0,0.5,15,9,22,26,12,10,21,25,4,6,1,2,1,4
2025020235,2025-11-08,Centre Bell,Montreal,68,8,UTA,MTL,2,6,27,23,0.5,0.5,0.0,0.0,4,4,22,25,11,13,16,12,4,4,0,0,2,2
2025020236,2025-11-08,Benchmark International Arena,Tampa,15,14,WSH,TBL,2,3,30,20,0.557692,0.442308,0.0,0.5,23,11,19,20,12,10,12,11,5,4,0,1,1,2
2025020237,2025-11-08,Madison Square Garden,New York,2,3,NYI,NYR,5,0,26,33,0.517857,0.482143,0.5,0.0,4,4,18,14,18,14,14,15,5,5,1,0,2,2
2025020238,2025-11-08,Lenovo Center,Raleigh,7,12,BUF,CAR,3,6,22,35,0.484375,0.515625,0.0,0.5,6,4,21,25,16,13,25,24,7,7,0,1,1,2
2025020239,2025-11-08,Enterprise Center,St. Louis,55,19,SEA,STL,4,3,30,19,0.4375,0.5625,0.333333,0.5,4,6,14,32,10,22,20,15,4,2,1,1,3,2
2025020240,2025-11-08,Rogers Place,Edmonton,21,22,COL,EDM,9,1,34,24,0.451613,0.548387,0.0,0.2,10,14,7,13,14,16,23,10,4,2,0,1,7,5
2025020241,2025-11-08,Rogers Arena,Vancouver,29,23,CBJ,VAN,3,4,32,24,0.596154,0.403846,0.0,0.0,21,10,15,20,11,16,10,11,4,5,0,0,3,3
2025020242,2025-11-08,T-Mobile Arena,Paradise,24,54,ANA,VGK,4,3,29,39,0.446154,0.553846,0.0,0.333333,6,2,18,17,21,13,16,19,5,13,0,1,1,3
2025020243,2025-11-08,SAP Center at San Jose,San Jose,13,28,FLA,SJS,1,3,39,23,0.542373,0.457627,0.0,0.0,4,10,23,17,11,18,15,13,7,6,0,0,5,2
2025020244,2025-11-09,Little Caesars Arena,Detroit,16,17,CHI,DET,5,1,20,46,0.484375,0.515625,1.0,0.0,10,6,17,20,16,8,12,20,4,3,3,0,3,5
2025020245,2025-11-09,PPG Paints Arena,Pittsburgh,26,5,LAK,PIT,3,2,27,33,0.5,0.5,0.25,0.5,4,8,9,19,7,17,15,16,3,2,1,1,4,2
2025020246,2025-11-09,Scotiabank Arena,Toronto,12,10,CAR,TOR,5,4,47,20,0.416667,0.583333,0.25,0.333333,8,10,13,21,9,23,12,10,6,3,1,1,4,3
2025020247,2025-11-09,Canadian Tire Centre,Ottawa,68,9,UTA,OTT,2,4,31,25,0.383333,0.616667,0.0,0.0,6,4,13,28,9,11,20,15,3,5,0,0,1,2
2025020248,2025-11-09,American Airlines Center,Dallas,55,25,SEA,DAL,1,2,31,25,0.326087,0.673913,0.0,0.333333,8,8,25,15,15,14,11,19,6,5,0,1,3,3
2025020249,2025-11-09,Grand Casino Arena,St. Paul,20,30,CGY,MIN,0,2,36,19,0.57377,0.42623,0.0,0.0,8,6,15,13,13,20,19,16,5,6,0,0,3,4
2025020250,2025-11-09,Rogers Arena,Vancouver,21,23,COL,VAN,5,4,32,33,0.409091,0.590909,0.666667,0.2,10,6,18,10,13,18,10,12,5,2,2,1,3,5
2025020251,2025-11-09,Honda Center,Anaheim,52,24,WPG,ANA,1,4,24,21,0.535714,0.464286,0.0,0.5,8,8,21,20,15,14,21,12,5,4,0,2,4,4
2025020252,2025-11-10,Prudential Center,Newark,2,1,NYI,NJD,3,2,24,35,0.595238,0.404762,1.0,0.25,8,2,17,13,19,11,12,20,4,3,1,1,1,4
2025020253,2025-11-10,Madison Square Garden,New York,18,3,NSH,NYR,3,6,30,18,0.492063,0.507937,0.5,0.5,4,8,15,31,6,12,14,18,2,6,2,1,4,2
2025020254,2025-11-10,Rogers Place,Edmonton,29,22,CBJ,EDM,4,5,22,24,0.509434,0.490566,0.0,0.0,11,13,11,23,13,27,19,19,7,5,0,0,2,1
2025020255,2025-11-10,T-Mobile Arena,Paradise,13,54,FLA,VGK,3,2,20,32,0.530612,0.469388,0.333333,0.0,13,13,21,22,13,13,13,16,2,6,1,0,3,3
2025020256,2025-11-11,TD Garden,Boston,10,6,TOR,BOS,3,5,33,32,0.596774,0.403226,0.2,0.5,16,14,30,20,15,11,12,7,4,3,1,3,5,6
2025020257,2025-11-11,Centre Bell,Montreal,26,8,LAK,MTL,5,1,26,22,0.509434,0.490566,0.0,0.0,6,6,10,21,16,15,9,18,3,6,0,0,3,3
2025020258,2025-11-11,Canadian Tire Centre,Ottawa,25,9,DAL,OTT,3,2,33,29,0.530612,0.469388,0.333333,0.0,4,6,24,15,10,13,16,11,5,4,1,0,3,2
2025020259,2025-11-11,Lenovo Center,Raleigh,15,12,WSH,CAR,4,1,28,31,0.46,0.54,0.2,0.0,17,17,13,22,21,10,24,20,7,6,1,0,5,5
2025020260,2025-11-11,Enterprise Center,St. Louis,20,19,CGY,STL,2,3,40,31,0.519231,0.480769,0.0,0.5,6,4,15,25,5,18,22,10,6,6,0,1,1,2
2025020261,2025-11-11,Grand Casino Arena,St. Paul,28,30,SJS,MIN,2,1,18,29,0.5,0.5,0.333333,0.25,8,6,22,16,13,16,12,7,1,5,1,1,3,4
2025020262,2025-11-11,Ball Arena,Denver,24,21,ANA,COL,1,4,36,36,0.482759,0.517241,0.0,0.25,10,6,26,16,19,13,16,12,7,6,0,1,2,4
2025020263,2025-11-11,Rogers Arena,Vancouver,52,23,WPG,VAN,5,3,30,33,0.6,0.4,0.5,0.5,4,8,12,19,17,14,13,12,5,4,2,1,4,2
2025020264,2025-11-11,Climate Pledge Arena,Seattle,29,55,CBJ,SEA,2,1,34,23,0.508475,0.491525,0.25,0.0,4,8,15,9,21,11,16,14,5,7,1,0,4,2
2025020265,2025-11-12,Benchmark International Arena,Tampa,3,14,NYR,TBL,7,3,21,36,0.548387,0.451613,0.333333,0.0,8,8,21,26,15,19,17,14,4,3,1,0,3,3
2025020266,2025-11-12,Xfinity Mobile Arena,Philadelphia,22,4,EDM,PHI,2,1,31,21,0.673469,0.326531,0.0,0.333333,8,6,10,21,10,13,23,18,5,5,0,1,2,3
2025020267,2025-11-12,Delta Center,Salt Lake City,7,68,BUF,UTA,2,5,19,37,0.411765,0.588235,0.0,0.0,24,14,20,16,13,9,20,11,3,5,0,0,2,2
2025020268,2025-11-12,United Center,Chicago,1,16,NJD,CHI,4,3,37,20,0.574468,0.425532,0.0,0.333333,6,2,19,28,7,13,16,20,6,3,0,1,1,3
2025020269,2025-11-13,Scotiabank Arena,Toronto,26,10,LAK,TOR,4,3,37,15,0.283019,0.716981,0.0,0.0,2,4,14,26,7,20,18,18,3,2,0,0,2,1
2025020270,2025-11-13,Centre Bell,Montreal,25,8,DAL,MTL,7,0,19,24,0.636364,0.363636,0.333333,0.0,13,15,17,30,12,13,17,14,6,4,1,0,3,3
2025020271,2025-11-13,Canadian Tire Centre,Ottawa,6,9,BOS,OTT,3,5,21,22,0.395833,0.604167,0.5,0.5,9,9,30,26,18,19,23,16,6,7,1,1,2,2
2025020272,2025-11-13,Little Caesars Arena,Detroit,24,17,ANA,DET,3,6,28,33,0.507937,0.492063,0.0,0.5,24,22,21,16,14,17,12,20,5,7,0,2,3,4
2025020273,2025-11-13,Amerant Bank Arena,Sunrise,15,13,WSH,FLA,3,6,40,28,0.525424,0.474576,0.0,0.4,10,4,14,22,13,19,11,14,6,4,0,2,2,5
2025020274,2025-11-13,Nationwide Arena,Columbus,22,29,EDM,CBJ,4,5,29,25,0.40678,0.59322,0.0,0.0,4,6,15,12,11,15,13,14,2,7,0,0,2,1
2025020275,2025-11-13,Ball Arena,Denver,7,21,BUF,COL,3,6,21,34,0.40625,0.59375,0.25,0.0,4,8,16,22,11,13,23,13,9,4,1,0,4,2
2025020276,2025-11-13,Scotiabank Saddledome,Calgary,28,20,SJS,CGY,0,2,17,36,0.377778,0.622222,0.0,0.0,6,4,19,10,25,13,14,15,4,6,0,0,2,3
2025020277,2025-11-13,T-Mobile Arena,Paradise,2,54,NYI,VGK,4,3,24,29,0.566038,0.433962,0.2,0.0,10,10,9,22,14,12,7,12,3,2,1,0,5,5
2025020278,2025-11-13,Climate Pledge Arena,Seattle,52,55,WPG,SEA,3,5,26,18,0.534483,0.465517,0.333333,0.333333,6,6,20,14,13,12,14,8,5,2,1,1,3,3
2025020279,2025-11-14,Lenovo Center,Raleigh,23,12,VAN,CAR,3,4,17,38,0.484375,0.515625,0.5,0.5,4,4,25,21,29,4,17,16,5,5,1,1,2,2
2025020280,2025-11-14,Enterprise Center,St. Louis,4,19,PHI,STL,6,5,31,17,0.433962,0.566038,0.0,0.0,2,2,18,20,16,11,10,13,4,6,0,0,1,1
2025020281,2025-11-14,Avicii Arena,Stockholm,5,18,PIT,NSH,1,2,17,30,0.5,0.5,0.0,0.0,2,4,10,17,14,7,13,21,7,3,0,0,2,1
2025020282,2025-11-14,Delta Center,Salt Lake City,2,68,NYI,UTA,3,2,21,30,0.54386,0.45614,0.0,0.166667,22,8,18,13,11,20,20,13,4,4,0,1,4,6
2025020283,2025-11-15,Amerant Bank Arena,Sunrise,14,13,TBL,FLA,3,1,20,23,0.438596,0.561404,0.0,0.2,16,14,27,25,14,7,18,15,2,4,0,1,4,5
2025020284,2025-11-15,Grand Casino Arena,St. Paul,24,30,ANA,MIN,0,2,28,30,0.421053,0.578947,0.0,0.0,14,4,20,18,13,7,12,21,3,2,0,0,2,7
2025020285,2025-11-15,Centre Bell,Montreal,6,8,BOS,MTL,3,2,23,28,0.589286,0.410714,0.2,0.0,30,26,27,27,16,22,14,10,5,7,1,0,5,7
2025020286,2025-11-15,Canadian Tire Centre,Ottawa,26,9,LAK,OTT,1,0,18,17,0.444444,0.555556,0.0,0.0,4,6,16,22,20,13,18,14,2,4,0,0,2,2
2025020287,2025-11-15,Little Caesars Arena,Detroit,7,17,BUF,DET,5,4,27,28,0.361111,0.638889,0.0,0.2,10,8,19,18,16,14,15,10,8,3,0,1,4,5
2025020288,2025-11-15,Capital One Arena,Washington,1,15,NJD,WSH,3,2,31,31,0.525424,0.474576,0.333333,0.0,2,6,13,26,21,16,17,11,4,8,1,0,3,1
2025020289,2025-11-15,Lenovo Center,Raleigh,22,12,EDM,CAR,4,3,23,36,0.574074,0.425926,1.0,0.0,4,2,25,17,13,11,20,23,4,8,1,0,1,2
2025020290,2025-11-15,Nationwide Arena,Columbus,3,29,NYR,CBJ,2,1,33,27,0.47619,0.52381,0.5,0.5,9,9,31,27,12,19,17,19,4,7,1,1,2,2
2025020291,2025-11-15,United Center,Chicago,10,16,TOR,CHI,2,3,33,32,0.611111,0.388889,0.0,0.0,4,6,28,15,5,17,13,20,6,4,0,0,3,2
2025020292,2025-11-15,Enterprise Center,St. Louis,54,19,VGK,STL,4,1,34,23,0.5,0.5,0.333333,0.0,4,6,12,24,11,15,22,16,4,3,1,0,3,2
2025020293,2025-11-15,American Airlines Center,Dallas,4,25,PHI,DAL,1,5,21,28,0.538462,0.461538,0.0,0.5,4,2,32,23,12,12,17,11,6,3,0,1,1,2
2025020294,2025-11-15,Scotiabank Saddledome,Calgary,52,20,WPG,CGY,4,3,23,34,0.5,0.5,1.0,0.333333,16,2,21,27,15,22,17,19,5,4,1,1,1,3
2025020295,2025-11-15,Climate Pledge Arena,Seattle,28,55,SJS,SEA,1,4,26,23,0.54717,0.45283,0.166667,0.0,4,12,19,13,8,25,14,12,5,3,1,0,6,2
2025020296,2025-11-16,Avicii Arena,Stockholm,18,5,NSH,PIT,0,4,21,22,0.589286,0.410714,0.0,0.0,0,8,27,15,11,14,20,10,7,4,0,0,4,0
